Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2017-12-16,Lat Pulldown,Back,33.0,14,,,,"Slakthuset. 2 kaplar"
2017-12-16,Lat Pulldown,Back,40.0,12,,,,""
2017-12-16,Lat Pulldown,Back,47.0,10,,,,""
2017-12-16,Lat Pulldown,Back,54.0,14,,,,""
2017-12-16,Seated Cable Row,Back,33.0,14,,,,"2 kaplar, supersetted Small v handle"
2017-12-16,Seated Cable Row,Back,40.0,12,,,,""
2017-12-16,Seated Cable Row,Back,16.0,12,,,,"Loose hemp handles"
2017-12-16,Seated Cable Row,Back,57.0,10,,,,""
2017-12-16,Seated Cable Row,Back,13.0,12,,,,"One arm up and wide palm twisting down"
2017-12-16,Seated Cable Row,Back,13.0,12,,,,""
2017-12-16,Seated Cable Row,Back,13.0,12,,,,"Down and close palms twisting to body"
2017-12-16,Seated Cable Row,Back,13.0,12,,,,""
2017-12-16,Seated Cable Row,Back,16.5,12,,,,"Same as 13 kg cycle"
2017-12-16,Seated Cable Row,Back,16.5,12,,,,""
2017-12-16,Seated Cable Row,Back,16.5,12,,,,""
2017-12-16,Seated Cable Row,Back,16.5,12,,,,""
2017-12-16,Cable Pullover,Back,15.0,14,,,,"Straight bar rotating"
2017-12-16,Cable Pullover,Back,15.0,12,,,,""
2017-12-16,Cable Pullover,Back,20.0,14,,,,"10 sec hold last half negative"
2017-12-16,Cable Pullover,Back,25.0,14,,,,"9 sek hold on last half negative"
2017-12-16,Seated Cable Row Widegrip,Back,26.0,14,,,,"Single hemp rubber handles High and wise, rotating handkes from palms down to palms to sides"
2017-12-16,EZ-Bar Preacher Curl,Biceps,32.0,8,,,,"The wider grip"
2017-12-16,EZ-Bar Preacher Curl,Biceps,32.0,4,,,,"Half 4th rep"
2017-12-16,Reverse Curl EZ-Bar,Biceps,14.5,14,,,,""
2017-12-16,Reverse Curl EZ-Bar,Biceps,22.0,12,,,,""
2017-12-16,Seated Incline Dumbbell Curl,Biceps,24.0,12,,,,"~ 45 deg. Hammer grip"
2017-12-16,Seated Incline Dumbbell Curl,Biceps,24.0,12,,,,""
2017-12-16,EZ-Bar Preacher Curl,Biceps,22.0,11,,,,"Last rep half"
2017-12-16,Reverse Curl EZ-Bar,Biceps,22.0,12,,,,""
2017-12-16,Seated Incline Dumbbell Curl,Biceps,28.0,3,,,,"Started recruiting having arm straight"
2017-12-16,Seated Incline Dumbbell Curl,Biceps,24.0,3,,,,"Drop set"
2017-12-16,EZ-Bar Preacher Curl,Biceps,22.0,7,,,,"The wider grip. Last rep half"
2017-12-16,Walking,Cardio,,,1.5,km,0:15:00,""
2017-12-16,Walking,Cardio,,,1.5,km,0:15:00,""
2017-12-18,Stair Master,Cardio,,,0.7,km,0:05:00,""
2017-12-18,Lying Leg Curl Machine,Legs,35.0,14,,,,""
2017-12-18,Lying Leg Curl Machine,Legs,40.0,12,,,,""
2017-12-18,Lying Leg Curl Machine,Legs,22.5,10,,,,"One leg? Last rep short and form little"
2017-12-18,Lying Leg Curl Machine,Legs,22.5,10,,,,""
2017-12-18,Lying Leg Curl Machine,Legs,20.0,10,,,,"Last 2 hard"
2017-12-18,Lying Leg Curl Machine,Legs,20.0,10,,,,""
2017-12-18,Leg Extension Machine,Legs,35.0,14,,,,""
2017-12-18,Leg Extension Machine,Legs,40.0,12,,,,""
2017-12-18,Leg Extension Machine,Legs,20.0,10,,,,"One leg"
2017-12-18,Leg Extension Machine,Legs,20.0,10,,,,""
2017-12-18,Leg Extension Machine,Legs,25.0,10,,,,""
2017-12-18,Leg Extension Machine,Legs,25.0,10,,,,""
2017-12-18,HS Hack squat,Legs,25.0,14,,,,"Odenplan. legs up and out"
2017-12-18,HS Hack squat,Legs,25.0,14,,,,"feet close tear, fann til í hnjánum"
2017-12-18,HS Hack squat,Legs,50.0,12,,,,"glute & hams, feet up and out"
2017-12-18,Standing Calf Raise Machine,Calves,20.0,15,,,,"One leg"
2017-12-18,Standing Calf Raise Machine,Calves,20.0,15,,,,""
2017-12-18,Standing Calf Raise Machine,Calves,60.0,15,,,,"Both legs"
2017-12-18,Standing Calf Raise Machine,Calves,65.0,13,,,,""
2017-12-18,Standing Calf Raise Machine,Calves,20.0,15,,,,"Síðust stutt og smá recruitment"
2017-12-18,Standing Calf Raise Machine,Calves,20.0,15,,,,""
2017-12-18,HS Hack squat,Legs,75.0,10,,,,""
2017-12-18,HS Hack squat,Legs,100.0,10,,,,""
2017-12-19,Rowing Machine,Cardio,,,0.65,km,0:03:00,""
2017-12-19,Rear Delt Machine Fly,Shoulders,23.0,14,,,,""
2017-12-19,Rear Delt Machine Fly,Shoulders,27.0,12,,,,"3 sec last hold together and on alf negative"
2017-12-19,Rear Delt Machine Fly,Shoulders,32.0,10,,,,"4 sec last hold together and on alf negative"
2017-12-19,Rear Delt Machine Fly,Shoulders,36.0,8,,,,"10 sec last hold together and on alf negative"
2017-12-19,Rear Delt Machine Fly,Shoulders,41.0,8,,,,"10 sec last hold together and on alf negative. Aðeins lægri sætið."
2017-12-19,Seated Machine Fly,Chest,23.0,14,,,,"3 sec last hold together and on alf negative"
2017-12-19,Seated Machine Fly,Chest,27.0,12,,,,""
2017-12-19,Seated Machine Fly,Chest,32.0,10,,,,"4 sec last hold together and on alf negative"
2017-12-19,Seated Machine Fly,Chest,36.0,8,,,,""
2017-12-19,Seated Machine Fly,Chest,41.0,8,,,,"10 sec last hold together and on alf negative. Aðeins lægri sætið ~ meira upper chest."
2017-12-19,Seated Chest Press Machine,Chest,40.0,14,,,,"3 sec hold on last negative"
2017-12-19,Incline Dumbbell Bench Press,Chest,36.0,14,,,,"- 45 deg"
2017-12-19,Incline Dumbbell Bench Press,Chest,40.0,12,,,,""
2017-12-19,Incline Dumbbell Bench Press,Chest,44.0,10,,,,""
2017-12-19,Incline Dumbbell Bench Press,Chest,48.0,8,,,,""
2017-12-19,Decline Bench Press DB,Chest,36.0,14,,,,"20 blá og 10 græn kg undir bekk"
2017-12-19,Decline Bench Press DB,Chest,40.0,12,,,,""
2017-12-19,DB kickbacks,Triceps,16.0,14,,,,"Lying on slight decline bench, alternating grip"
2017-12-19,DB kickbacks,Triceps,18.0,12,,,,""
2017-12-19,DB kickbacks,Triceps,20.0,10,,,,"Tognaði í hálsvöðva í næst síðasta reppi"
2017-12-19,Rotator Cuff,Shoulders,2.0,20,,,,"DB"
2017-12-19,Rotator Cuff,Shoulders,4.0,16,,,,""
2017-12-19,Rotator Cuff,Shoulders,6.0,14,,,,"Feeling more burn in left shoulder"
2017-12-19,Cable Overhead Triceps Extension,Triceps,10.0,14,,,,""
2017-12-19,Cable Overhead Triceps Extension,Triceps,12.5,12,,,,""
2017-12-19,Cable Overhead Triceps Extension,Triceps,15.0,10,,,,""
2017-12-19,Cable Shoulder Raise,Shoulders,5.0,14,,,,"Leanpretty sttaigh, targeting side dealts"
2017-12-19,Cable Shoulder Raise,Shoulders,5.0,14,,,,""
2017-12-19,Cable Shoulder Raise,Shoulders,7.5,12,,,,"Right last 2 small recruit"
2017-12-19,Cable Shoulder Raise,Shoulders,7.5,12,,,,"Left, last 2 spot"
2017-12-19,Cable Shoulder Raise,Shoulders,7.5,10,,,,"1 spot"
2017-12-19,Cable Shoulder Raise,Shoulders,7.25,10,,,,"2 spot"
2017-12-21,Running (Treadmill),Cardio,,,1.4,km,0:10:00,""
2017-12-21,Lat Pulldown,Back,40.0,14,,,,"Kópavogslaug Machine, Med wide grip"
2017-12-21,Lat Pulldown,Back,45.0,12,,,,"Narow palms to me grio"
2017-12-21,Lat Pulldown,Back,45.0,10,,,,"Narrow Plams facing each other"
2017-12-21,Lat Pulldown,Back,50.0,12,,,,"Med wide grip"
2017-12-21,Machine Supported Row,Back,30.0,14,,,,"Close hammer feip, nareow and down"
2017-12-21,Machine Supported Row,Back,35.0,12,,,,""
2017-12-21,Machine Supported Row,Back,35.0,10,,,,""
2017-12-21,Machine Supported Row,Back,40.0,8,,,,""
2017-12-21,EZ-Bar Preacher Curl,Biceps,20.0,8,,,,"The wider grip"
2017-12-21,EZ-Bar Preacher Curl,Biceps,30.0,8,,,,"Half 4th rep"
2017-12-21,EZ-Bar Preacher Curl,Biceps,35.0,8,,,,"4 spot"
2017-12-21,EZ-Bar Preacher Curl,Biceps,30.0,7,,,,"3 spot"
2017-12-21,Cable Pullover,Back,10.0,14,,,,"Straight bar rotating"
2017-12-21,Cable Pullover,Back,15.0,12,,,,""
2017-12-21,Cable Pullover,Back,20.0,10,,,,"10 sec hold last half negative"
2017-12-21,Cable Pullover,Back,20.0,10,,,,"9 sek hold on last half negative"
2017-12-21,Seated Incline Dumbbell Curl,Biceps,25.0,10,,,,"~ 45 deg. Hammer grip"
2017-12-21,Seated Incline Dumbbell Curl,Biceps,30.0,6,,,,""
2017-12-21,Seated Incline Dumbbell Curl,Biceps,30.0,6,,,,""
2017-12-25,Pull Up,Back,99.0,6,,,,"Heima hjá Bigga"
2017-12-26,Pull Up,Back,98.1,7,,,,""
2017-12-28,Running (Treadmill),Cardio,,,1.2,km,0:10:00,""
2017-12-28,Seated Leg Curl Machine,Legs,40.0,14,,,,""
2017-12-28,Seated Leg Curl Machine,Legs,40.0,12,,,,"last 2 to 3 were shorte and a started a bit querky"
2017-12-28,Seated Leg Curl Machine,Legs,55.0,10,,,,""
2017-12-28,Leg Extension Machine,Legs,35.0,14,,,,""
2017-12-28,Leg Extension Machine,Legs,40.0,12,,,,""
2017-12-28,Leg Extension Machine,Legs,45.0,10,,,,""
2017-12-28,Standing Calf Raise Machine,Calves,24.0,14,,,,"One leg"
2017-12-28,Standing Calf Raise Machine,Calves,24.0,14,,,,""
2017-12-28,Standing Calf Raise Machine,Calves,24.0,12,,,,""
2017-12-28,Standing Calf Raise Machine,Calves,24.0,12,,,,""
2017-12-28,Standing Calf Raise Machine,Calves,24.0,10,,,,""
2017-12-28,Standing Calf Raise Machine,Calves,24.0,10,,,,""
2017-12-28,Glute Press,Legs,20.0,14,,,,""
2017-12-28,Glute Press,Legs,20.0,14,,,,""
2017-12-28,Glute Press,Legs,30.0,10,,,,""
2017-12-28,Glute Press,Legs,30.0,10,,,,""
2017-12-28,Romanian Deadlift,Legs,30.0,12,,,,"15 kg bar -> smaller to grip"
2017-12-28,Romanian Deadlift,Legs,60.0,8,,,,"nearly loosing grip, moving on"
2017-12-28,Romanian Deadlift,Legs,80.0,8,,,,"Loosing grip but made it"
2017-12-28,Deadlift,Back,80.0,8,,,,""
2017-12-28,Deadlift,Back,90.0,7,,,,"Losing grip in end"
2017-12-28,Deadlift,Back,100.0,12,,,,"using straps"
2017-12-28,Sumo Deadlift,Legs,80.0,8,,,,""
2017-12-28,Sumo Deadlift,Legs,90.0,6,,,,""
2018-01-02,Running (Treadmill),Cardio,,,500.0,m,0:05:00,""
2018-01-02,Seated Chest Press Machine,Chest,40.0,14,,,,""
2018-01-02,Seated Chest Press Machine,Chest,40.0,12,,,,""
2018-01-02,Seated Chest Press Machine,Chest,40.0,10,,,,""
2018-01-02,Hammer Strength Shoulder Press,Shoulders,30.0,14,,,,"Rebook gym Kóp sundlaug, í rain machine"
2018-01-02,Hammer Strength Shoulder Press,Shoulders,30.0,12,,,,""
2018-01-02,Hammer Strength Shoulder Press,Shoulders,30.0,10,,,,""
2018-01-02,Seated Machine Fly,Chest,20.0,14,,,,""
2018-01-02,Seated Machine Fly,Chest,25.0,12,,,,""
2018-01-02,Seated Machine Fly,Chest,30.0,10,,,,"10 hold at top, 10 sec hokd on middle od last negative"
2018-01-02,Dips BW,Triceps,97.3,14,,,,""
2018-01-02,Dips BW,Triceps,97.3,10,,,,""
2018-01-02,Push Down w. Rope,Triceps,25.0,6,,,,"Heavy, losing form"
2018-01-02,Push Down w. Rope,Triceps,20.0,6,,,,""
2018-01-02,Push Down w. Rope,Triceps,15.0,6,,,,""
2018-01-02,Push Down w. Rope,Triceps,10.0,5,,,,"Drop set"
2018-01-02,Lateral Raise DB,Shoulders,14.0,14,,,,""
2018-01-02,Lateral Raise DB,Shoulders,14.0,12,,,,""
2018-01-02,Lateral Raise DB,Shoulders,16.0,10,,,,""
2018-01-02,Rowing Machine,Cardio,,,0.5,km,0:01:56,""
2018-01-04,Running (Treadmill),Cardio,,,960.0,m,0:10:12,""
2018-01-04,Lat Pulldown,Back,41.0,16,,,,""
2018-01-04,Lat Pulldown,Back,48.0,12,,,,"Wide neutral grip stöng"
2018-01-04,Lat Pulldown,Back,54.0,10,,,,""
2018-01-04,Lat Pulldown,Back,61.0,8,,,,""
2018-01-04,Seated Cable Row Widegrip,Back,41.0,14,,,,"Wide neutral"
2018-01-04,Seated Cable Row Widegrip,Back,41.0,12,,,,"Wide venjulegt v bar"
2018-01-04,Seated Cable Row Widegrip,Back,48.0,10,,,,""
2018-01-04,Seated Cable Row Widegrip,Back,48.0,8,,,,""
2018-01-04,Cable Cross Pull Down,Back,14.0,14,,,,""
2018-01-04,Cable Cross Pull Down,Back,16.0,12,,,,""
2018-01-04,Cable Cross Pull Down,Back,18.0,10,,,,""
2018-01-04,Cable Cross Pull Down,Back,21.0,8,,,,""
2018-01-04,Cable Pullover,Back,7.0,14,,,,""
2018-01-04,Cable Pullover,Back,9.0,12,,,,""
2018-01-04,Cable Pullover,Back,12.0,10,,,,""
2018-01-04,Cable Pullover,Back,16.0,8,,,,"Iso hold 10 sec í static og í miðri negative"
2018-01-04,Seated Incline Dumbbell Curl,Biceps,20.0,8,,,,"Hammer then twist"
2018-01-04,Seated Incline Dumbbell Curl,Biceps,24.0,8,,,,""
2018-01-04,Seated Incline Dumbbell Curl,Biceps,28.0,7,,,,"Last rep partial"
2018-01-04,Seated Incline Dumbbell Curl,Biceps,28.0,6,,,,"2 spot rep"
2018-01-06,Deadlift,Back,100.0,5,,,,""
2018-01-06,Deadlift,Back,130.0,5,,,,"Mixed grip"
2018-01-06,Deadlift,Back,150.0,5,,,,""
2018-01-06,Deadlift,Back,170.0,1,,,,""
2018-01-06,Deadlift,Back,150.0,5,,,,""
2018-01-06,Kettlebell Swing,Legs,32.0,8,,,,"Í gegnum klofið í axlar stöðu"
2018-01-06,Kettlebell Swing,Legs,32.0,8,,,,""
2018-01-06,Kettlebell Swing,Legs,32.0,8,,,,""
2018-01-06,Kettlebell Swing,Legs,32.0,8,,,,""
2018-01-06,Push Press,Shoulders,16.0,8,,,,"Sitt hvort höndin, til skiptis"
2018-01-06,Push Press,Shoulders,16.0,8,,,,""
2018-01-06,Push Press,Shoulders,16.0,8,,,,""
2018-01-06,Push Press,Shoulders,16.0,8,,,,""
2018-01-06,Pull Up,Back,97.5,7,,,,"Crossfit style, a lot of movement"
2018-01-06,Pull Up,Back,97.5,5,,,,""
2018-01-06,Plank,Abs,49.0,4,,,,""
2018-01-06,Plank,Abs,49.0,2,,,,""
2018-01-06,Side Plank,Abs,49.0,2,,,,""
2018-01-06,Side Plank,Abs,49.0,2,,,,""
2018-01-06,Leg Raise,Abs,49.0,4,,,,"Ligg á mottu, fer alveg upp, síðan 3 önnru stig neðar"
2018-01-06,Leg Raise,Abs,49.0,4,,,,""
2018-01-06,Leg Raise,Abs,49.0,4,,,,""
2018-01-06,Leg Raise,Abs,49.0,4,,,,""
2018-01-10,Rowing Machine,Cardio,,,1.55,km,0:07:11,""
2018-01-10,Seated Leg Curl Machine,Legs,30.0,20,,,,""
2018-01-10,Seated Leg Curl Machine,Legs,35.0,14,,,,""
2018-01-10,Pull Up,Back,37.5,16,,,,""
2018-01-10,Pull Up,Back,57.5,8,,,,""
2018-01-10,Pull Up,Back,47.5,9,,,,""
2018-01-10,Flat Barbell Bench Press,Chest,60.0,12,,,,""
2018-01-10,Flat Barbell Bench Press,Chest,60.0,12,,,,"Feet up"
2018-01-10,Flat Barbell Bench Press,Chest,70.0,6,,,,"Abd flat lower back, feels weird"
2018-01-10,Barbell Curl,Biceps,22.0,12,,,,""
2018-01-10,Barbell Curl,Biceps,25.0,12,,,,""
2018-01-10,Barbell Curl,Biceps,25.0,12,,,,"Faster pace to be able to finish"
2018-01-10,Barbell Squat,Legs,40.0,12,,,,"High bar"
2018-01-10,Barbell Squat,Legs,60.0,12,,,,""
2018-01-10,Barbell Squat,Legs,70.0,12,,,,""
2018-01-10,Deadlift,Back,60.0,12,,,,""
2018-01-10,Deadlift,Back,60.0,12,,,,""
2018-01-10,Deadlift,Back,60.0,12,,,,"Slower"
2018-01-12,Rowing Machine,Cardio,,,1.09,km,0:05:17,""
2018-01-12,Seated Cable Row,Back,38.0,14,,,,""
2018-01-12,Incline Dumbbell Fly,Chest,28.0,14,,,,""
2018-01-12,Incline Dumbbell Fly,Chest,28.0,12,,,,""
2018-01-12,Incline Dumbbell Fly,Chest,32.0,10,,,,""
2018-01-12,Rotator Cuff,Shoulders,8.0,20,,,,""
2018-01-12,Rotator Cuff,Shoulders,8.0,16,,,,""
2018-01-12,Rotator Cuff,Shoulders,6.0,15,,,,""
2018-01-12,Lateral Raise DB,Shoulders,12.0,14,,,,""
2018-01-12,Lateral Raise DB,Shoulders,12.0,12,,,,""
2018-01-12,Lateral Raise DB,Shoulders,12.0,10,,,,""
2018-01-12,Lateral Raise DB,Shoulders,12.0,8,,,,""
2018-01-12,Dips BW,Triceps,52.0,14,,,,"Hötorget assist level 13, 9 plates"
2018-01-12,Dips BW,Triceps,57.0,12,,,,"Hötorget assist level 14, 8 plates"
2018-01-12,Dips BW,Triceps,62.0,10,,,,"Hötorget assist level 15, 7 plates"
2018-01-12,Hanging Knee Raise,Abs,50.0,20,,,,""
2018-01-12,Hanging Knee Raise,Abs,50.0,12,,,,""
2018-01-15,Rowing Machine,Cardio,,,634.0,m,0:03:06,""
2018-01-15,Barbell Squat,Legs,20.0,12,,,,""
2018-01-15,Barbell Squat,Legs,60.0,6,,,,""
2018-01-15,Barbell Squat,Legs,80.0,3,,,,""
2018-01-15,Barbell Squat,Legs,100.0,6,,,,""
2018-01-15,Barbell Squat,Legs,100.0,6,,,,""
2018-01-15,Barbell Squat,Legs,100.0,6,,,,""
2018-01-15,Overhead Press,Shoulders,20.0,12,,,,""
2018-01-15,Overhead Press,Shoulders,30.0,6,,,,""
2018-01-15,Overhead Press,Shoulders,40.0,6,,,,""
2018-01-15,Overhead Press,Shoulders,40.0,6,,,,""
2018-01-15,Romanian Deadlift,Legs,60.0,6,,,,"Tried more hips out, felt a bit loose in control"
2018-01-15,Romanian Deadlift,Legs,60.0,6,,,,"Bent the knees slightly, more hams like I'm used to."
2018-01-15,Romanian Deadlift,Legs,60.0,6,,,,"Best of both world, glute out slighly with knees, squeezing the glutes on the positive. Only set I did with snatch grip."
2018-01-15,Incline Barbell Bench Press,Chest,20.0,6,,,,"Too light for a warmup"
2018-01-15,Incline Barbell Bench Press,Chest,40.0,6,,,,""
2018-01-15,Incline Barbell Bench Press,Chest,60.0,6,,,,""
2018-01-15,Incline Barbell Bench Press,Chest,60.0,6,,,,""
2018-01-15,Incline Barbell Bench Press,Chest,60.0,6,,,,""
2018-01-15,Barbell Row,Back,40.0,7,,,,""
2018-01-15,Barbell Row,Back,60.0,6,,,,""
2018-01-15,Barbell Row,Back,60.0,6,,,,""
2018-01-15,Barbell Row,Back,60.0,6,,,,""
2018-01-15,Dips BW,Triceps,80.0,6,,,,""
2018-01-15,Dips BW,Triceps,80.0,6,,,,""
2018-01-15,Dips BW,Triceps,80.0,6,,,,""
2018-01-15,Reverse Curl EZ-Bar,Biceps,20.0,6,,,,""
2018-01-15,Reverse Curl EZ-Bar,Biceps,30.0,6,,,,""
2018-01-15,Reverse Curl EZ-Bar,Biceps,30.0,6,,,,""
2018-01-15,Reverse Curl EZ-Bar,Biceps,30.0,6,,,,""
2018-01-16,Muay Thai,Cardio,,,3.0,km,1:00:00,"Body combat, Hötorget"
2018-01-17,Skiing,Cardio,,,468.0,m,0:03:10,""
2018-01-17,BB Front Squat,Legs,20.0,7,,,,"0501"
2018-01-17,BB Front Squat,Legs,40.0,6,,,,""
2018-01-17,BB Front Squat,Legs,40.0,7,,,,"5 sec negative"
2018-01-17,BB Front Squat,Legs,40.0,7,,,,""
2018-01-17,BB Front Squat,Legs,40.0,7,,,,""
2018-01-17,Incline Dumbbell Bench Press,Chest,32.0,8,,,,"Incline ~ 60 deg, slatti af front delt action. Næst í átt að 45 deg því þetta er wina brjóst æfingin"
2018-01-17,Incline Dumbbell Bench Press,Chest,36.0,7,,,,"WoS"
2018-01-17,Incline Dumbbell Bench Press,Chest,36.0,7,,,,""
2018-01-17,Incline Dumbbell Bench Press,Chest,36.0,7,,,,""
2018-01-17,Pull Up,Back,40.0,7,,,,"Hötorget assist nr. 10 -> 12 plates ~ 60 kg."
2018-01-17,Pull Up,Back,40.0,7,,,,""
2018-01-17,Pull Up,Back,40.0,7,,,,""
2018-01-17,Seated Leg Curl Machine,Legs,40.0,7,,,,""
2018-01-17,Seated Leg Curl Machine,Legs,45.0,7,,,,"Passa að nota ekki movement recruiting fyrir consentric pushið."
2018-01-17,Seated Leg Curl Machine,Legs,45.0,7,,,,""
2018-01-17,Lying Decline DB Tricep Extensions,Triceps,14.0,7,,,,""
2018-01-17,Lying Decline DB Tricep Extensions,Triceps,14.0,7,,,,""
2018-01-17,Lying Decline DB Tricep Extensions,Triceps,14.0,7,,,,""
2018-01-17,Seated Incline Dumbbell Curl,Biceps,20.0,7,,,,"Small incline ~ 70 deg, tvö bil."
2018-01-17,Seated Incline Dumbbell Curl,Biceps,20.0,7,,,,""
2018-01-17,Seated Incline Dumbbell Curl,Biceps,20.0,7,,,,""
2018-01-17,Lateral Raise DB,Shoulders,8.0,7,,,,"Seated, elbow 90 deg on consentric, then almost outstretched and reach for the walls on the essentric"
2018-01-17,Lateral Raise DB,Shoulders,8.0,7,,,,"Fór með bak frá bekk, beint.  Byrja að telja eftir kominn upp. Hafa side delts uppi hugsa æitli putti upp."
2018-01-17,Lateral Raise DB,Shoulders,10.0,7,,,,""
2018-01-19,Rowing Machine,Cardio,,,433.0,m,0:02:18,""
2018-01-19,Leg Press,Legs,80.0,20,,,,"60 sec milli setta allar æfingar. Machine, lágt hælar snerta útskeifur, var ekku nógu upphitaður"
2018-01-19,Leg Press,Legs,90.0,20,,,,"Aðeins hærra"
2018-01-19,Leg Press,Legs,90.0,20,,,,""
2018-01-19,Seated Cable Row,Back,30.0,20,,,,"Lágt í mjöðm"
2018-01-19,Seated Cable Row,Back,35.0,20,,,,""
2018-01-19,Seated Cable Row,Back,40.0,20,,,,""
2018-01-19,Flat Dumbbell Bench Press,Chest,36.0,20,,,,""
2018-01-19,Flat Dumbbell Bench Press,Chest,36.0,20,,,,""
2018-01-19,Flat Dumbbell Bench Press,Chest,40.0,20,,,,""
2018-01-19,Kettlebell Swing,Legs,14.0,20,,,,""
2018-01-19,Kettlebell Swing,Legs,14.0,20,,,,""
2018-01-19,Kettlebell Swing,Legs,16.0,20,,,,""
2018-01-19,Push Down w. Rope,Triceps,15.0,20,,,,""
2018-01-19,Push Down w. Rope,Triceps,15.0,15,,,,""
2018-01-19,Push Down w. Rope,Triceps,10.0,10,,,,"Superset"
2018-01-19,Push Down w. Rope,Triceps,20.0,10,,,,""
2018-01-19,Cable Upright Row,Shoulders,10.0,20,,,,""
2018-01-19,Cable Upright Row,Shoulders,12.5,20,,,,""
2018-01-19,Cable Upright Row,Shoulders,10.0,20,,,,""
2018-01-19,Dumbbell Hammer Curl,Biceps,16.0,20,,,,"Man ekki alveg þyngdina"
2018-01-19,Dumbbell Hammer Curl,Biceps,14.0,20,,,,""
2018-01-19,Dumbbell Hammer Curl,Biceps,14.0,20,,,,""
2018-01-22,Rowing Machine,Cardio,,,1072.0,m,0:05:07,"Ró allavega 3 min og 600 m"
2018-01-22,Barbell Squat,Legs,20.0,10,,,,""
2018-01-22,Barbell Squat,Legs,50.0,6,,,,""
2018-01-22,Barbell Squat,Legs,100.0,6,,,,""
2018-01-22,Barbell Squat,Legs,100.0,6,,,,""
2018-01-22,Barbell Squat,Legs,110.0,6,,,,""
2018-01-22,Overhead Press,Shoulders,20.0,10,,,,""
2018-01-22,Overhead Press,Shoulders,30.0,6,,,,""
2018-01-22,Overhead Press,Shoulders,42.5,6,,,,""
2018-01-22,Overhead Press,Shoulders,42.5,6,,,,""
2018-01-22,Overhead Press,Shoulders,42.5,6,,,,""
2018-01-22,Romanian Deadlift,Legs,40.0,10,,,,""
2018-01-22,Romanian Deadlift,Legs,70.0,6,,,,"Best of both world, glute out slighly with knees, squeezing the glutes on the positive. Only set I did with snatch grip."
2018-01-22,Romanian Deadlift,Legs,70.0,6,,,,""
2018-01-22,Romanian Deadlift,Legs,70.0,6,,,,""
2018-01-22,Incline Barbell Bench Press,Chest,40.0,10,,,,"Warmup"
2018-01-22,Incline Barbell Bench Press,Chest,62.5,6,,,,""
2018-01-22,Incline Barbell Bench Press,Chest,62.5,6,,,,""
2018-01-22,Incline Barbell Bench Press,Chest,62.5,6,,,,""
2018-01-22,Bench Barbell Row,Back,40.0,10,,,,""
2018-01-22,Bench Barbell Row,Back,60.0,6,,,,""
2018-01-22,Bench Barbell Row,Back,60.0,6,,,,""
2018-01-22,Bench Barbell Row,Back,60.0,6,,,,""
2018-01-22,Dips BW,Triceps,55.0,6,,,,""
2018-01-22,Reverse Curl EZ-Bar,Biceps,20.0,10,,,,""
2018-01-22,Dips BW,Triceps,65.0,6,,,,""
2018-01-22,Dips BW,Triceps,65.0,6,,,,""
2018-01-22,Reverse Curl EZ-Bar,Biceps,32.5,6,,,,""
2018-01-22,Reverse Curl EZ-Bar,Biceps,32.5,6,,,,""
2018-01-22,Reverse Curl EZ-Bar,Biceps,32.5,6,,,,""
2018-01-24,Rowing Machine,Cardio,,,1063.0,m,0:05:05,""
2018-01-24,Leg Extension Machine,Legs,30.0,20,,,,""
2018-01-24,Leg Extension Machine,Legs,35.0,20,,,,"Too heavy, when I'm recovering from joint pain"
2018-01-24,Leg Extension Machine,Legs,30.0,20,,,,""
2018-01-24,Leg Extension Machine,Legs,20.0,10,,,,"Dropsset"
2018-01-24,Leg Extension Machine,Legs,15.0,10,,,,""
2018-01-24,Seated Cable Row,Back,35.0,20,,,,"Close grip, low to hip, close to body"
2018-01-24,Seated Cable Row,Back,40.0,20,,,,"To belly and naturally little bit from body"
2018-01-24,Seated Cable Row,Back,45.0,20,,,,""
2018-01-24,Seated Cable Row,Back,35.0,20,,,,"Dropset"
2018-01-24,Incline Dumbbell Bench Press,Chest,28.0,20,,,,"3 steps up ~ 40 deg"
2018-01-24,Incline Dumbbell Bench Press,Chest,32.0,20,,,,""
2018-01-24,Incline Dumbbell Bench Press,Chest,32.0,20,,,,""
2018-01-24,Incline Dumbbell Bench Press,Chest,24.0,17,,,,"Dropset, not full ROM in last 7 reps, a bit too heavy"
2018-01-24,Incline Dumbbell Bench Press,Chest,20.0,3,,,,"Finishing drop set"
2018-01-24,Kettlebell Swing,Legs,16.0,20,,,,""
2018-01-24,Kettlebell Swing,Legs,16.0,20,,,,""
2018-01-24,Kettlebell Swing,Legs,16.0,20,,,,""
2018-01-24,Kettlebell Swing,Legs,10.0,20,,,,"Dropset"
2018-01-24,Push Down,Triceps,7.5,20,,,,"A bit light, but squeezing the Triceps"
2018-01-24,Push Down,Triceps,10.0,20,,,,""
2018-01-24,Push Down,Triceps,15.0,20,,,,""
2018-01-24,Push Down,Triceps,7.5,20,,,,"Drop set, maybe too easy ?"
2018-01-24,Cable Upright Row,Shoulders,7.5,20,,,,""
2018-01-24,Cable Upright Row,Shoulders,10.0,20,,,,""
2018-01-24,Cable Upright Row,Shoulders,12.5,20,,,,""
2018-01-24,Cable Upright Row,Shoulders,7.5,20,,,,"Dropset"
2018-01-24,Dumbbell Hammer Curl,Biceps,28.0,10,,,,""
