Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2019-01-06,Push Down w. Rope,Triceps,10.0,12,,,,"Fer hægt og husga beint niður (fer ekki alveg beint niður) og spenni í lok, ekkert brak"
2019-01-06,Push Down w. Rope,Triceps,15.0,12,,,,""
2019-01-06,Push Down w. Rope,Triceps,17.5,12,,,,"WS"
2019-01-06,Push Down w. Rope,Triceps,20.0,10,,,,""
2019-01-06,Push Down w. Rope,Triceps,22.5,8,,,,"Síðustu 2 repp form að fara og recruitment."
2019-01-06,Push Down w. Rope,Triceps,25.0,6,,,,""
2019-01-06,Dumbbell Hammer Curl,Biceps,9.0,8,,,,"Funn harðsperrur í bicep síðan frá bak æfingu í gær. Því fer ég varlega í dag."
2019-01-06,Dumbbell Hammer Curl,Biceps,9.0,8,,,,""
2019-01-06,Dumbbell Hammer Curl,Biceps,9.0,9,,,,""
2019-01-06,Dumbbell Hammer Curl,Biceps,9.0,9,,,,""
2019-01-06,JM Press,Triceps,10.0,12,,,,"Smith machine, tel að BB sé 10kg. Annað hak í hamla ~45°. Grip rétt fyrir innan curl."
2019-01-06,JM Press,Triceps,30.0,12,,,,""
2019-01-06,JM Press,Triceps,40.0,10,,,,"WS"
2019-01-06,JM Press,Triceps,40.0,10,,,,""
2019-01-06,JM Press,Triceps,40.0,10,,,,"Aðeins gleiðara grip, litli putti á curli.Þurfti að hraða á, fann smá í öxlum í lok."
2019-01-06,JM Press,Triceps,30.0,12,,,,"Litlu puttar á curli. Prófaði að hugsa tuk in - close með olgnboga, held að það sé málið (horfði á JM videó), fann enn í tricep oægnboga, meira í hh. Enn fann að ég ætti ekki að læsa uppi því þá myndi h öxl klikka."
2019-01-06,EZ-Bar Reverse Curl,Biceps,22.5,10,,,,"Minnka álag á bicep, fer upp með öxl í lokin."
2019-01-06,EZ-Bar Reverse Curl,Biceps,22.5,8,,,,""
2019-01-06,EZ-Bar Reverse Curl,Biceps,22.5,8,,,,""
2019-01-06,Lying Triceps Extension,Triceps,16.0,8,,,,"~ 30°. KB. Fann í öxl er ég fór ímikla teygju."
2019-01-06,JM Press,Triceps,16.0,8,,,,"KB SS frá Extensions, bara niðrá axlir, meira pump, enda búinn að teygja og fara vel niður á SM."
2019-01-06,Lying Triceps Extension,Triceps,16.0,8,,,,""
2019-01-06,JM Press,Triceps,16.0,10,,,,""
2019-01-06,JM Press,Triceps,16.0,15,,,,"Pumoo læsti ekk, fannst ég ekki einu siini geta það, sérsraklega með hh."
2019-01-06,Seated Calf Raise Machine,Calves,1.0,30,,,,"Bogin hné, fætur alveg daman smá útskeifir."
2019-01-06,Seated Calf Raise Machine,Calves,1.0,20,,,,"Hné smá bogin, innar shoulder width, aðeins utar en alveg saman, mið skeifur."
2019-01-06,Seated Calf Raise Machine,Calves,1.0,20,,,,"Bein hné, shoylder width, innskeifur, rann og varð þreyttur í fótum í miðjum klíðum, reyndi að leiðrétta og fara meira upp en náði wkki alceg að jafna mig þannig að síðustu 7 repp voru hröð"
2019-01-06,Lying Triceps Extension,Triceps,16.0,8,,,,""
2019-01-06,Dumbbell Hammer Curl,Biceps,9.0,8,,,,""
2019-01-06,Dumbbell Hammer Curl,Biceps,9.0,8,,,,""
2019-01-08,Seated Chest Press Machine,Chest,30.0,12,,,,""
2019-01-08,Seated Chest Press Machine,Chest,50.0,12,,,,"Nýju rauðu böndin samtals 20 kg"
2019-01-08,Seated Chest Press Machine,Chest,70.0,10,,,,"WS"
2019-01-08,Seated Chest Press Machine,Chest,70.0,10,,,,""
2019-01-08,Seated Chest Press Machine,Chest,70.0,10,,,,""
2019-01-08,Incline Barbell Bench Press,Chest,40.0,8,,,,""
2019-01-08,Incline Barbell Bench Press,Chest,60.0,8,,,,"Ws"
2019-01-08,Incline Barbell Bench Press,Chest,70.0,8,,,,""
2019-01-08,Incline Barbell Bench Press,Chest,80.0,5,,,,"Vel og miki spottaður í 6."
2019-01-08,Rear Delt Dumbbell Raise,Shoulders,8.0,20,,,,"Standa og halla vel bak. 8 reps palms down svo rest thumbs down, meiri rear delt fókus."
2019-01-08,Rear Delt Dumbbell Raise,Shoulders,8.0,15,,,,"thumbs down, meiri rear delt fókus. Á bekk circa 33 gr inc."
2019-01-08,Rear Delt Dumbbell Raise,Shoulders,8.0,15,,,,""
2019-01-08,Lateral Raise DB,Shoulders,8.0,20,,,,""
2019-01-08,Lateral Raise DB,Shoulders,8.0,20,,,,"Form og range að fara í cirka síðustu 5 repps en góð brennsla."
2019-01-08,Lateral Raise DB,Shoulders,8.0,20,,,,"Form og range að fara í cirka síðustu 5 repps en góð brennsla."
2019-01-08,Crunch,Abs,10.0,30,,,,""
2019-01-08,Crunch,Abs,10.0,30,,,,""
2019-01-11,Rowing Machine,Cardio,,,0.5,km,0:03:00,""
2019-01-11,Barbell Squat,Legs,40.0,10,,,,""
2019-01-11,Barbell Squat,Legs,60.0,8,,,,""
2019-01-11,Barbell Squat,Legs,80.0,8,,,,"WS"
2019-01-11,Barbell Squat,Legs,100.0,8,,,,""
2019-01-11,Barbell Squat,Legs,110.0,8,,,,""
2019-01-11,Seated Calf Raise Machine,Calves,20.0,15,,,,"Mjög innarlega, bein smá útskeifur"
2019-01-11,Seated Calf Raise Machine,Calves,25.0,15,,,,"WS. Alveg utarlega og útskeifur."
2019-01-11,Seated Calf Raise Machine,Calves,30.0,15,,,,"Fyrir miðju útskeifur, síðustu 3 erfiðir"
2019-01-11,Seated Calf Raise Machine,Calves,40.0,15,,,,"30 kg plús rauða gamla band"
2019-01-11,Seated Leg Curl Machine,Legs,50.0,10,,,,"Bein skeifur"
2019-01-11,Seated Leg Curl Machine,Legs,55.0,8,,,,"Útskeifur, form að fara, var að prófa nýja stillingu sem var bara lala"
2019-01-11,Seated Leg Curl Machine,Legs,60.0,8,,,,"Prófaði að vera mjög saman með fætur, byrjaði bein skeifur en fætur vildu verða útskeifir og hnéin fóru aðeins meira sundur. Fann smá hnykki, betra að prófa svona með minni vigt :P"
2019-01-11,Seated Leg Curl Machine,Legs,65.0,8,,,,"Venhuoega sundur með fætur, reyndi að vera beinskeifir en varð smá útskeifur"
2019-01-11,Calf Press,Calves,100.0,16,,,,"Fætur saman, smá útskeifur, hjarta. 2 svartar teugjur samtals 50 kg. Fætir alveg beinir."
2019-01-11,Leg Press,Legs,100.0,10,,,,"Fætur neðst ekki alveg saman og smá útskeifur."
2019-01-11,Calf Press,Calves,140.0,16,,,,"Eins yst og hægt er, byrjaði innskeifur en varð fljótt beinskeifur."
2019-01-11,Leg Press,Legs,140.0,12,,,,"Fætur alveg saman fyrir miðju, næst nera útskeifur, til að fá náttúrulegra langt ROM, fnn fyrir smá þrýsting í hnjánum núna því að fætur voru beinskeifir."
2019-01-11,Calf Press,Calves,180.0,15,,,,"Síðustu 5 farnir að styttast uppi en slapp alveg."
2019-01-11,Leg Press,Legs,180.0,10,,,,"Gerði sama og síðast þ.e. að fókusa á quad sweep, var nú útskeifur með fætur og RaoM hreyfing var netri (þótt þaðværi smá þrýstingur á hné en það var örugglega vegna aukinnar þyngdar)"
2019-01-11,Leg Activation,Legs,,,1.0,m,0:00:40,"10 ep hringi í hvora átt, nokkrum sinnum kickback og knee raise."
2019-01-12,Chest Activation,Chest,,,1.0,m,0:01:00,"Rauða gamla band 30 presses, 20 sec við vegg hvorum megin."
2019-01-12,Shoulder Dislocation,Shoulders,12.5,10,,,,"Litli putti hjá enda."
2019-01-12,Shoulder Dislocation,Shoulders,15.0,5,,,,"Vöðva teygja."
2019-01-12,Flat Dumbbell Bench Press,Chest,24.0,12,,,,"Slight decline, 15 kg Eleiko undir bekk. 6 venj. Svo 6 repp hammer grip. Fókus á prepump, ekki lock out eða mega teygja."
2019-01-12,Flat Dumbbell Bench Press,Chest,32.0,12,,,,""
2019-01-12,Flat Dumbbell Bench Press,Chest,44.0,12,,,,"Ws."
2019-01-12,Flat Dumbbell Bench Press,Chest,32.0,12,,,,"Farinn smátt og smátt að teygja meira niðri"
2019-01-12,Flat Dumbbell Bench Press,Chest,36.0,12,,,,""
2019-01-12,Bench Press SM,Chest,10.0,8,,,,"Testa setup"
2019-01-12,Bench Press SM,Chest,30.0,10,,,,""
2019-01-12,Bench Press SM,Chest,50.0,8,,,,"WS, kryppaðiupp bak vel, til ð stöngin færi nær hökunni og digtast meira ofar á brjósstkassan."
2019-01-12,Bench Press SM,Chest,60.0,8,,,,""
2019-01-12,Bench Press SM,Chest,70.0,8,,,,"DS"
2019-01-12,Bench Press SM,Chest,50.0,8,,,,""
2019-01-12,Bench Press SM,Chest,30.0,11,,,,"11 repp eða 13"
2019-01-12,Flat Dumbbell Fly,Chest,22.0,12,,,,"Fann spennu í olgnboga bótum, vera meira bogin næst en static."
2019-01-12,Flat Dumbbell Fly,Chest,22.0,15,,,,"WS. Var dálítiðboginn en static með olgnboga og þánáði að einangra teygju í brjóst bótunum. Náttúrulega stutt ROM, því spennan dettur út uppi."
2019-01-12,Flat Dumbbell Fly,Chest,28.0,12,,,,""
2019-01-12,Flat Dumbbell Fly,Chest,28.0,10,,,,"19 sec iso holf eftir 19 repp, pushaði upp aftur og ætlaði að ger annað hold en hætti við, stefna á nlst að klára repp og gera eitt gott iso hold í lokin."
2019-01-12,Rear Delt Dumbbell Raise,Shoulders,10.0,16,,,,"Á bekk ~ 33°."
2019-01-12,Lateral Raise DB,Shoulders,10.0,20,,,,"SS, samt 10 sec hvíld því ég var enn að hugsa."
2019-01-12,Front Dumbbell Raise,Shoulders,10.0,15,,,,"SS. Á bekk ~ 33°, upp þangað til spenna fer."
2019-01-12,Rear Delt Dumbbell Raise,Shoulders,10.0,15,,,,""
2019-01-12,Lateral Raise DB,Shoulders,10.0,20,,,,""
2019-01-12,Front Dumbbell Raise,Shoulders,10.0,15,,,,""
2019-01-12,Rear Delt Dumbbell Raise,Shoulders,10.0,15,,,,""
2019-01-12,Lateral Raise DB,Shoulders,10.0,20,,,,"Síðustu 5 repp foem og ROM að fara"
2019-01-12,Front Dumbbell Raise,Shoulders,10.0,15,,,,"20 teygja í lokin"
2019-01-12,Leg Raise,Abs,47.5,20,,,,""
2019-01-12,Leg Raise,Abs,47.5,21,,,,""
2019-01-12,Decline Crunch,Abs,20.0,30,,,,"Var incline 5 grað"
2019-01-12,Decline Crunch,Abs,22.5,25,,,,"Flat"
2019-01-12,Decline Crunch,Abs,25.0,25,,,,"-10° decline"
2019-01-12,Decline Crunch,Abs,27.5,30,,,,"-20° decline"
2019-01-12,Shoulder Dislocation,Shoulders,15.0,10,,,,"Litli putti aðeins innar en endi"
2019-01-12,Shoulder Dislocation,Shoulders,15.0,5,,,,""
2019-01-13,Push Down w. Rope,Triceps,15.0,12,,,,""
2019-01-13,Push Down w. Rope,Triceps,15.0,12,,,,""
2019-01-13,Push Down w. Rope,Triceps,20.0,10,,,,"WS"
2019-01-13,Push Down w. Rope,Triceps,25.0,8,,,,"Form að fara í síðustu 3 reppum."
2019-01-13,Push Down w. Rope,Triceps,20.0,8,,,,"Ætlaði í 10 repp en 8 repp var erfitt, síðustu repp form að fara."
2019-01-13,Push Down w. Rope,Triceps,20.0,8,,,,"síðustu repp form að fara"
2019-01-13,Dumbbell Hammer Curl,Biceps,9.0,8,,,,""
2019-01-13,Dumbbell Hammer Curl,Biceps,9.0,8,,,,""
2019-01-13,Dumbbell Hammer Curl,Biceps,10.0,8,,,,"Spurning, er þetta of mikil teygju æfing til að byrja á, frekar gera hammer curl sem f9kusa á pumo en lítið á teygju."
2019-01-13,Dumbbell Hammer Curl,Biceps,10.0,8,,,,""
2019-01-13,Dumbbell Hammer Curl,Biceps,14.0,8,,,,"WS"
2019-01-13,Dumbbell Hammer Curl,Biceps,14.0,8,,,,""
2019-01-13,Dumbbell Hammer Curl,Biceps,14.0,7,,,,"1 forced repp"
2019-01-13,Dumbbell Hammer Curl,Biceps,14.0,7,,,,""
2019-01-13,Dumbbell Hammer Curl,Biceps,14.0,7,,,,"2 forced repp"
2019-01-13,Dumbbell Hammer Curl,Biceps,14.0,7,,,,""
2019-01-13,Dips Tricep Focused,Triceps,74.0,12,,,,"20 kg assist"
2019-01-13,Chin Up,Back,74.0,10,,,,"20 kg assist"
2019-01-13,Dips Tricep Focused,Triceps,84.0,12,,,,""
2019-01-13,Chin Up,Back,79.0,8,,,,""
2019-01-13,Dips Tricep Focused,Triceps,94.0,8,,,,"Erfitt að það er ekkert í vélinni setja lóð næst eða gera free"
2019-01-13,Chin Up,Back,84.0,8,,,,"5 repp ROM, 3 partial repp úr botni. Smá skrýtið að hafa svona litla þyngd."
2019-01-13,JM Press,Triceps,10.0,12,,,,"SM. Litli putti á curli, hisga olgnbogi tuckes in. Stöng sigtast á nef, er það of hátt?"
2019-01-13,JM Press,Triceps,30.0,10,,,,"WS"
2019-01-13,JM Press,Triceps,40.0,10,,,,"Passa að missa ekki spennu og rykkja í teygju, ég gerði ðað einu sinni."
2019-01-13,JM Press,Triceps,50.0,6,,,,"DS."
2019-01-13,JM Press,Triceps,40.0,5,,,,""
2019-01-13,JM Press,Triceps,30.0,5,,,,"4 repp, svo eitt fail partial repp úr botni, læst stöng rétr fyrir ofan mig."
2019-01-13,Barbell Row,Back,30.0,16,,,,"SM. Dead stop, pinnar í lægsta sem er rétt fyrir neðan hné."
2019-01-13,Barbell Row,Back,50.0,12,,,,"WS"
2019-01-13,Barbell Row,Back,60.0,10,,,,""
2019-01-13,Barbell Row,Back,60.0,8,,,,"DS það passar vel því í dag er ég meira að fókusa á bicep pg hendur."
2019-01-13,Barbell Row,Back,40.0,8,,,,""
2019-01-13,Barbell Row,Back,30.0,16,,,,""
2019-01-16,Rowing Machine,Cardio,,,0.5,km,0:03:00,""
2019-01-16,Barbell Squat,Legs,40.0,8,,,,"Bak upper"
2019-01-16,Barbell Squat,Legs,40.0,8,,,,"Front squat"
2019-01-16,Barbell Squat,Legs,40.0,8,,,,""
2019-01-16,Barbell Squat,Legs,40.0,8,,,,""
2019-01-16,Barbell Squat,Legs,40.0,8,,,,""
2019-01-16,Power Clean,Legs,30.0,8,,,,""
2019-01-16,Power Clean,Legs,40.0,6,,,,""
2019-01-16,Power Clean,Legs,40.0,6,,,,""
2019-01-16,Power Clean,Legs,45.0,6,,,,""
2019-01-16,Romanian Deadlift,Legs,40.0,6,,,,""
2019-01-16,Romanian Deadlift,Legs,50.0,6,,,,""
2019-01-16,Romanian Deadlift,Legs,55.0,6,,,,""
2019-01-16,Romanian Deadlift,Legs,50.0,6,,,,""
2019-01-16,Barbell Row,Back,40.0,8,,,,""
2019-01-16,Barbell Row,Back,40.0,7,,,,""
2019-01-16,Barbell Row,Back,40.0,6,,,,""
2019-01-16,Barbell Row,Back,40.0,6,,,,"Pendlay row, alveg niður dead stop, explosive."
2019-01-19,Shoulder Dislocation,Shoulders,12.5,10,,,,""
2019-01-19,Shoulder Dislocation,Shoulders,15.0,5,,,,""
2019-01-19,Shoulder Dislocation,Shoulders,15.0,10,,,,""
2019-01-19,Shoulder Dislocation,Shoulders,15.0,5,,,,""
2019-01-19,Flat Dumbbell Bench Press,Chest,22.0,16,,,,"Flatur bekkur. 6 venj. Svo 6 repp hammer grip. Fókus á prepump, ekki lock out eða mega teygja."
2019-01-19,Flat Dumbbell Bench Press,Chest,28.0,12,,,,""
2019-01-19,Flat Dumbbell Bench Press,Chest,32.0,12,,,,"WS"
2019-01-19,Flat Dumbbell Bench Press,Chest,36.0,12,,,,""
2019-01-19,Flat Dumbbell Bench Press,Chest,44.0,12,,,,"WS"
2019-01-19,Incline Barbell Bench Press,Chest,40.0,8,,,,"Ws"
2019-01-19,Incline Barbell Bench Press,Chest,50.0,8,,,,""
2019-01-19,Incline Barbell Bench Press,Chest,60.0,8,,,,"Komið a deload þröskuldi, komið gott."
2019-01-19,Rear Delt Dumbbell Raise,Shoulders,10.0,12,,,,"Á bekk ~ 33°. 3xSSnr1.tek færri repp vegna deload."
2019-01-19,Lateral Raise DB,Shoulders,10.0,12,,,,"3xSSnr2"
2019-01-19,Front Dumbbell Raise,Shoulders,10.0,12,,,,"Á bekk ~ 33°. 3xSSnr3. Nokkra sekúndna teygja í lokin."
2019-01-19,Rear Delt Dumbbell Raise,Shoulders,10.0,12,,,,""
2019-01-19,Lateral Raise DB,Shoulders,10.0,12,,,,""
2019-01-19,Front Dumbbell Raise,Shoulders,10.0,12,,,,"Eitt rep fór dmá spenna í bicep uppi, beygði aðiens of mikið hönd. Nokkra sekúndna teygja í lokin."
2019-01-19,Rear Delt Dumbbell Raise,Shoulders,10.0,12,,,,""
2019-01-19,Lateral Raise DB,Shoulders,10.0,12,,,,""
2019-01-19,Front Dumbbell Raise,Shoulders,10.0,12,,,,"Pínku óbalance milli handa en smá mál. 10 teugja niðti í lok."
2019-01-19,Dips (Chest Fokus, Giranda/meadows Style),Chest,64.0,24,,,,"8 Chest fókus, 8 pec minor, 8 tricep fókus. Í þyngra lagi fyrir deload. Smá pásur fyrir stellinga skipti."
2019-01-19,Dips (Chest Fokus, Giranda/meadows Style),Chest,59.0,20,,,,"6 Chest fókus, 8 pec minor, 6 tricep fókus."
2019-01-19,Dips (Chest Fokus, Giranda/meadows Style),Chest,59.0,24,,,,"8 Chest fókus, 8 pec minor, 8 tricep fókus. Er að reyna fatta betur pec minor, ekki beygja hendur, látta axlir fara upp."
2019-01-19,Dips (Chest Fokus, Giranda/meadows Style),Chest,59.0,15,,,,"Pec minor, er að gera betur hendur static axlir fara upp, svo spenna pec minor, SQUEEZE!"
2019-01-22,Rowing Machine,Cardio,,,0.5,km,0:03:00,""
2019-01-22,Seated Calf Raise Machine,Calves,10.0,15,,,,"Úskeifur mjög þröngt"
2019-01-22,Seated Calf Raise Machine,Calves,10.0,15,,,,"Smá meira víður"
2019-01-22,Seated Calf Raise Machine,Calves,10.0,15,,,,""
2019-01-22,Hammer Strength Row,Back,40.0,12,,,,"Lat fókus, að búk og niður á mjöðm. Teygi í lok."
2019-01-22,Hammer Strength Row,Back,40.0,12,,,,"WS"
2019-01-22,Hammer Strength Row,Back,40.0,12,,,,"Síðustu 6 meira pump"
2019-01-22,Hammer Strength Row,Back,40.0,12,,,,"Ekki teygja í lokin, halda spennu alla leið."
2019-01-22,Calf Press,Calves,50.0,12,,,,"Fótapressa þar sem vantar tígul í miðju, eftir á að hyggja betra að gera á fótapressu sem að það vantar ekki. Einn fótur Innarlega útskeifur"
2019-01-22,Calf Press,Calves,50.0,12,,,,""
2019-01-22,Calf Press,Calves,50.0,10,,,,""
2019-01-22,Calf Press,Calves,50.0,10,,,,""
2019-01-22,Calf Press,Calves,50.0,10,,,,""
2019-01-22,Calf Press,Calves,50.0,10,,,,""
2019-01-22,Calf Press,Calves,50.0,1,,,,""
2019-01-22,Calf Press,Calves,50.0,1,,,,""
2019-01-22,Lat Pulldown Hammer Strength,Back,1.0,6,,,,""
2019-01-22,Lat Pulldown Hammer Strength,Back,40.0,10,,,,"Ws"
2019-01-22,Lat Pulldown Hammer Strength,Back,40.0,8,,,,""
2019-01-22,Lat Pulldown Hammer Strength,Back,60.0,8,,,,""
2019-01-22,Lat Pulldown Hammer Strength,Back,100.0,8,,,,"Með strapps, partial repp. Aðeins að topp að haus, svo í lok 10 sec í teygju."
2019-01-22,Barbell Curl,Biceps,27.0,8,,,,"Football B. Hammer grip. Miðju grip."
2019-01-22,Barbell Curl,Biceps,27.0,8,,,,"Ytra grip"
2019-01-22,Barbell Curl,Biceps,27.0,8,,,,"Innra grip."
2019-01-22,Barbell Curl,Biceps,27.0,8,,,,"Ytra grip"
2019-01-23,HS Ab Obl. Crunch,Abs,5.0,10,,,,"Hlið"
2019-01-23,HS Ab Obl. Crunch,Abs,5.0,10,,,,""
2019-01-23,HS Ab Obl. Crunch,Abs,5.0,10,,,,"Fram"
2019-01-23,HS Ab Obl. Crunch,Abs,1.0,15,,,,"Hlið"
2019-01-23,HS Ab Obl. Crunch,Abs,1.0,15,,,,""
2019-01-23,HS Ab Obl. Crunch,Abs,1.0,15,,,,"Fram"
2019-01-23,HS Iso Lateral Kneeling Leg Curl,Legs,3.6,20,,,,"Hægt negatif. 10 partial fyrir miðju, yfir spennu stað í vinstri fót. Beinskefur."
2019-01-23,HS Iso Lateral Kneeling Leg Curl,Legs,3.6,20,,,,""
2019-01-23,HS Iso Lateral Kneeling Leg Curl,Legs,18.6,8,,,,"WS. Hæg negatifs, huganlera nálægt deadstops. Beinskeifur."
2019-01-23,HS Iso Lateral Kneeling Leg Curl,Legs,18.6,8,,,,""
2019-01-23,HS Iso Lateral Kneeling Leg Curl,Legs,21.1,8,,,,"Útskeifur."
2019-01-23,HS Iso Lateral Kneeling Leg Curl,Legs,21.1,8,,,,""
2019-01-23,HS Iso Lateral Kneeling Leg Curl,Legs,23.6,8,,,,"Beinskeifur ~"
2019-01-23,HS Iso Lateral Kneeling Leg Curl,Legs,23.6,8,,,,""
2019-01-23,Barbell Squat,Legs,40.0,8,,,,"4 repp anda 4 repp anda"
2019-01-23,Barbell Squat,Legs,60.0,8,,,,"WS"
2019-01-23,Barbell Squat,Legs,80.0,8,,,,"4 repp anda 3 repp anda 1 repp"
2019-01-23,Barbell Squat,Legs,100.0,8,,,,"3 repp anda 3 repp anda 2 repp"
2019-01-23,Leg Press,Legs,150.0,10,,,,"Ws. HS pressan byrjunarþyngd listuð 53 kg. Upp og vítt eins langt og ég get aflæst vélinni."
2019-01-23,Leg Press,Legs,150.0,10,,,,"Aðeinsneðar og innar ~ shoulder width fyrir miðju."
2019-01-23,Leg Press,Legs,150.0,10,,,,"Fætur sman neðst á opna tígul og fætur útskrifir. Prófaði að anda inn uppi og halda andanum niður, einss og í squattinu, halda áfram að prófa mig áfram með það."
2019-01-26,Chest Activation,Chest,,,1.0,m,0:01:00,"Við vegg 6 sek hvorum megin hvor hönd, 4 sett, Pressa framm 15 repp , pressa ská niður 15."
2019-01-26,Shoulder Activation,Shoulders,,,3.0,m,0:03:00,"Dislocation með rauða gamla band milli setta: 10 repp að toga teygju litli putti á enda, næstu sett aðeins innar, 3 set  5 repp ekki toga teygju, þ.e. teygka shoulder girdle, þumall í endum, 3 sett."
2019-01-26,Flat Dumbbell Bench Press,Chest,28.0,10,,,,"Small decline 20 kg undir bekk. 6 repp hammer grip. Fókus á prepump,  svo 4 repp venj. grio og twist, aðeins meiri lock out eða teygja þá."
2019-01-26,Flat Dumbbell Bench Press,Chest,32.0,10,,,,""
2019-01-26,Flat Dumbbell Bench Press,Chest,36.0,10,,,,"WS. 7 repp hammer grip. Fókus á prepump,  svo 3 repp venj. grip og twist, aðeins meiri lock out eða teygja þá."
2019-01-26,Flat Dumbbell Bench Press,Chest,40.0,10,,,,"Finn meiri teygju í vinstra brjósti."
2019-01-26,Incline Barbell Bench Press,Chest,40.0,8,,,,""
2019-01-26,Incline Barbell Bench Press,Chest,60.0,7,,,,"Prófa halda inni anda, strongman, 4 repp anda 3 repp."
2019-01-26,Incline Barbell Bench Press,Chest,70.0,7,,,,""
2019-01-26,Rear Delt Dumbbell Raise,Shoulders,12.0,15,,,,"Á gym89 bekk, annað hak, ~ 33°. 3xSSnr1."
2019-01-26,Rear Delt Dumbbell Raise,Shoulders,12.0,15,,,,"Próðai að halda ibni andanum, fannst það ekki virka, reverting. Form að fara hér og following SS. Næst taka 15 repp en svissa í partial ef form fer."
2019-01-26,Rear Delt Dumbbell Raise,Shoulders,12.0,15,,,,""
2019-01-26,Lateral Raise DB,Shoulders,12.0,15,,,,"3xSSnr2"
2019-01-26,Lateral Raise DB,Shoulders,12.0,15,,,,""
2019-01-26,Lateral Raise DB,Shoulders,12.0,15,,,,"Síðustu 5 partial þvî form var farið."
2019-01-26,Front Dumbbell Raise,Shoulders,12.0,15,,,,"Á bekk ~ 33°. 3xSSnr3. 5 sekúndna teygja í lokin."
2019-01-26,Front Dumbbell Raise,Shoulders,12.0,15,,,,"10 sekúndna teygja í lokin."
2019-01-26,Front Dumbbell Raise,Shoulders,12.0,15,,,,"15 sek teygja niðti í lok."
2019-01-26,Incline Barbell Bench Press,Chest,80.0,7,,,,"Tók anda inn í síðasta repp en það er allt í lagi."
2019-01-26,Flat Dumbbell Bench Press,Chest,48.0,10,,,,"Gleymdi twist í einu repp, soirningu með smá breytingu með enn minni fókus á teygju."
2019-01-26,Donkey Calf Raise Machine,Calves,40.0,15,,,,"HS í Farsta, fætur saman, dmá útskeifur, bogin hné. SS-að með tibialis."
2019-01-26,Donkey Calf Raise Machine,Calves,40.0,15,,,,"Fætur aðeins í sundur, smá bogin hné."
2019-01-26,Donkey Calf Raise Machine,Calves,40.0,15,,,,"Eins undur og hægt er og vera útskeifur, bein hné."
2019-01-26,Donkey Calf Raise Machine,Calves,40.0,15,,,,"Innskeifur"
2019-01-26,Front Shin,Calves,10.0,15,,,,"Á bekk með rauða gamla band sitt hvorum megin, nlsta sett aðeins meiri teygja..."
2019-01-26,Front Shin,Calves,10.0,15,,,,""
2019-01-26,Front Shin,Calves,12.5,15,,,,""
2019-01-26,Front Shin,Calves,12.5,15,,,,""
2019-01-26,Front Shin,Calves,15.0,12,,,,""
2019-01-26,Front Shin,Calves,15.0,12,,,,""
2019-01-26,Lying Triceps Extension,Triceps,16.0,8,,,,"KB, SS1, flatur bekkur."
2019-01-26,Lying Triceps Extension,Triceps,16.0,8,,,,"Lunmó bekkur fyrsta hak ~33°."
2019-01-26,Lying Triceps Extension,Triceps,16.0,8,,,,"Annað hak ~ 45°"
2019-01-26,JM Press,Triceps,16.0,8,,,,"SS2, KB og sama bekk stilling"
2019-01-26,JM Press,Triceps,16.0,8,,,,""
2019-01-26,JM Press,Triceps,16.0,8,,,,""
2019-01-26,Close Grip Bench Press,Triceps,16.0,20,,,,"SS3, KB, sama bekk stilling"
2019-01-26,Close Grip Bench Press,Triceps,16.0,25,,,,""
2019-01-26,Close Grip Bench Press,Triceps,16.0,30,,,,"Tók nokkur hæga teygju repp (45 ° halli) í lokin, fannst það fara í rotator cuff, ekki málið."
2019-01-28,Barbell Row,Back,20.0,10,,,,"Meadows row, upphitun"
2019-01-28,Barbell Row,Back,20.0,10,,,,""
2019-01-28,Barbell Row,Back,20.0,10,,,,""
2019-01-28,Barbell Row,Back,20.0,10,,,,""
2019-01-28,Barbell Row,Back,30.0,20,,,,"Wide grip með báðum höndum"
2019-01-28,Barbell Row,Back,60.0,8,,,,"WS. Frá jörðu deadstop, með belti."
2019-01-28,Barbell Row,Back,70.0,5,,,,"Fór á milli hjá Nick"
2019-01-28,Barbell Row,Back,70.0,5,,,,""
2019-01-28,Barbell Row,Back,70.0,5,,,,"Aðeins innar með grip til að svindla minna með rykk."
2019-01-28,Barbell Row,Back,70.0,5,,,,"Aðeins innar"
2019-01-28,Hammer Strength Row,Back,20.0,10,,,,"Smá pump, ekki teygja í lokin en samt hæg essentric."
2019-01-28,Hammer Strength Row,Back,50.0,12,,,,""
2019-01-28,Hammer Strength Row,Back,80.0,10,,,,"Ws"
2019-01-28,Hammer Strength Row,Back,100.0,10,,,,""
2019-01-28,Hammer Strength Row,Back,110.0,8,,,,"Teygja í lokin, form að fara í síðustu 2 reppum"
2019-01-28,Lat Pulldown Hammer Strength,Back,40.0,10,,,,""
2019-01-28,Lat Pulldown Hammer Strength,Back,70.0,8,,,,"WS"
2019-01-28,Lat Pulldown Hammer Strength,Back,80.0,7,,,,"Form að fara í síðustu 3 repps"
2019-01-28,Lat Pulldown Hammer Strength,Back,110.0,8,,,,"Partials repp, síðan 10 sec teygja"
2019-01-28,Lat Pulldown Hammer Strength,Back,110.0,1,,,,"15 sec teygja."
2019-01-28,Rack Pull,Back,60.0,8,,,,"Rakk haldur í neðstu stöðu á nýja rakknum, rétt fyrir neðan hné."
