Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2016-07-15,Deadlift,Back,40.0,kgs,8,,,
2016-07-15,Deadlift,Back,60.0,kgs,8,,,
2016-07-15,Deadlift,Back,80.0,kgs,8,,,
2016-07-15,Deadlift,Back,100.0,kgs,7,,,
2016-07-15,Deadlift,Back,80.0,kgs,8,,,
2016-07-15,Overhead Press,Shoulders,20.0,kgs,12,,,
2016-07-15,Overhead Press,Shoulders,30.0,kgs,8,,,
2016-07-15,Overhead Press,Shoulders,40.0,kgs,8,,,
2016-07-15,Overhead Press,Shoulders,42.5,kgs,8,,,
2016-07-15,Overhead Press,Shoulders,42.5,kgs,8,,,
2016-07-15,Cable Upright Row,Shoulders,25.0,kgs,12,,,
2016-07-15,Cable Upright Row,Shoulders,40.0,kgs,8,,,
2016-07-15,Cable Upright Row,Shoulders,40.0,kgs,8,,,
2016-07-15,Cable Upright Row,Shoulders,40.0,kgs,8,,,
2016-07-15,Dips Tricep Focused,Triceps,96.0,kgs,8,,,
2016-07-15,Dips Tricep Focused,Triceps,96.0,kgs,8,,,
2016-07-15,Dips Tricep Focused,Triceps,96.0,kgs,6,,,
2016-07-20,Barbell Squat,Legs,20.0,kgs,16,,,
2016-07-20,Barbell Squat,Legs,40.0,kgs,12,,,
2016-07-20,Barbell Squat,Legs,60.0,kgs,8,,,
2016-07-20,Barbell Squat,Legs,80.0,kgs,3,,,
2016-07-20,Barbell Squat,Legs,100.0,kgs,5,,,
2016-07-20,Barbell Squat,Legs,100.0,kgs,5,,,
2016-07-20,Barbell Squat,Legs,100.0,kgs,5,,,
2016-07-20,Deadlift,Back,40.0,kgs,8,,,
2016-07-20,Deadlift,Back,60.0,kgs,8,,,
2016-07-20,Deadlift,Back,80.0,kgs,3,,,
2016-07-20,Deadlift,Back,100.0,kgs,5,,,
2016-07-20,Deadlift,Back,100.0,kgs,5,,,
2016-07-20,Deadlift,Back,100.0,kgs,5,,,
2016-07-20,Overhead Press,Shoulders,20.0,kgs,16,,,
2016-07-20,Overhead Press,Shoulders,30.0,kgs,8,,,
2016-07-20,Overhead Press,Shoulders,45.0,kgs,5,,,
2016-07-20,Overhead Press,Shoulders,45.0,kgs,5,,,
2016-07-20,Overhead Press,Shoulders,45.0,kgs,5,,,
2016-07-20,Overhead Press,Shoulders,55.0,kgs,4,,,
2016-07-23,Dips Tricep Focused,Triceps,95.2,kgs,8,,,
2016-08-09,Barbell Squat,Legs,20.0,kgs,16,,,
2016-08-09,Barbell Squat,Legs,40.0,kgs,12,,,
2016-08-09,Barbell Squat,Legs,60.0,kgs,8,,,
2016-08-09,Barbell Squat,Legs,70.0,kgs,8,,,
2016-08-09,Barbell Squat,Legs,80.0,kgs,8,,,
2016-08-09,Overhead Press,Shoulders,20.0,kgs,12,,,
2016-08-09,Overhead Press,Shoulders,30.0,kgs,8,,,
2016-08-09,Overhead Press,Shoulders,35.0,kgs,8,,,
2016-08-09,Overhead Press,Shoulders,35.0,kgs,8,,,
2016-08-09,Overhead Press,Shoulders,35.0,kgs,8,,,
2016-08-09,Deadlift,Back,30.0,kgs,8,,,
2016-08-09,Deadlift,Back,50.0,kgs,8,,,
2016-08-09,Deadlift,Back,70.0,kgs,8,,,
2016-08-09,Deadlift,Back,85.0,kgs,8,,,
2016-08-11,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2016-08-11,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2016-08-11,Flat Barbell Bench Press,Chest,60.0,kgs,8,,,
2016-08-11,Flat Barbell Bench Press,Chest,70.0,kgs,8,,,
2016-08-11,Flat Barbell Bench Press,Chest,70.0,kgs,8,,,
2016-08-11,Flat Barbell Bench Press,Chest,70.0,kgs,8,,,
2016-08-11,Seated Calf Raise Machine,Calves,35.0,kgs,12,,,
2016-08-11,Seated Calf Raise Machine,Calves,25.0,kgs,20,,,
2016-08-11,Seated Calf Raise Machine,Calves,25.0,kgs,20,,,
2016-08-11,Seated Calf Raise Machine,Calves,12.5,kgs,20,,,
2016-08-11,Incline Barbell Bench Press,Chest,20.0,kgs,16,,,
2016-08-11,Incline Barbell Bench Press,Chest,40.0,kgs,8,,,
2016-08-11,Incline Barbell Bench Press,Chest,50.0,kgs,8,,,
2016-08-11,Incline Barbell Bench Press,Chest,50.0,kgs,8,,,
2016-08-11,Incline Barbell Bench Press,Chest,50.0,kgs,8,,,
2016-08-11,Pendlay Row,Back,40.0,kgs,12,,,
2016-08-11,Pendlay Row,Back,60.0,kgs,8,,,
2016-08-11,Pendlay Row,Back,60.0,kgs,8,,,
2016-08-11,Pendlay Row,Back,60.0,kgs,8,,,
2016-08-11,Cable Crossover Upper Pec Focus,Chest,15.0,kgs,12,,,
2016-08-11,Cable Crossover Upper Pec Focus,Chest,10.0,kgs,12,,,
2016-08-11,Cable Crossover Upper Pec Focus,Chest,10.0,kgs,12,,,
2016-08-12,Barbell Squat,Legs,20.0,kgs,16,,,
2016-08-12,Barbell Squat,Legs,40.0,kgs,12,,,
2016-08-12,Barbell Squat,Legs,50.0,kgs,12,,,
2016-08-12,Barbell Squat,Legs,50.0,kgs,12,,,
2016-08-12,Barbell Squat,Legs,50.0,kgs,12,,,
2016-08-12,Barbell Squat,Legs,50.0,kgs,12,,,
2016-08-12,EZ-Bar Preacher Curl,Biceps,20.0,kgs,12,,,
2016-08-12,EZ-Bar Preacher Curl,Biceps,30.0,kgs,8,,,
2016-08-12,EZ-Bar Preacher Curl,Biceps,30.0,kgs,8,,,
2016-08-12,EZ-Bar Preacher Curl,Biceps,30.0,kgs,8,,,
2016-08-12,Push Down,Triceps,20.0,kgs,12,,,
2016-08-12,Push Down,Triceps,25.0,kgs,8,,,
2016-08-12,Push Down,Triceps,25.0,kgs,8,,,
2016-08-12,Push Down,Triceps,25.0,kgs,8,,,
2016-08-12,Cable Rope One Arm Hammer Curl,Biceps,7.5,kgs,8,,,
2016-08-12,Cable Rope One Arm Hammer Curl,Biceps,7.5,kgs,8,,,
2016-08-12,Cable Rope One Arm Hammer Curl,Biceps,7.5,kgs,8,,,
2016-08-16,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2016-08-16,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2016-08-16,Flat Barbell Bench Press,Chest,60.0,kgs,8,,,
2016-08-16,Flat Barbell Bench Press,Chest,75.0,kgs,8,,,
2016-08-16,Flat Barbell Bench Press,Chest,75.0,kgs,8,,,
2016-08-16,Flat Barbell Bench Press,Chest,80.0,kgs,9,,,
2016-08-16,Incline Barbell Bench Press,Chest,40.0,kgs,8,,,
2016-08-16,Incline Barbell Bench Press,Chest,50.0,kgs,8,,,
2016-08-16,Incline Barbell Bench Press,Chest,50.0,kgs,8,,,
2016-08-16,Incline Barbell Bench Press,Chest,50.0,kgs,7,,,
2016-08-16,Incline Barbell Bench Press,Chest,50.0,kgs,7,,,
2016-08-16,Cable Crossover Mid Pec Focus,Chest,30.0,kgs,10,,,
2016-08-16,Cable Crossover Mid Pec Focus,Chest,30.0,kgs,8,,,
2016-08-16,Cable Crossover Mid Pec Focus,Chest,30.0,kgs,12,,,
2016-08-16,Cable Crossover Mid Pec Focus,Chest,40.0,kgs,8,,,
2016-08-16,Seated Cable Row Narrowgrip,Back,50.0,kgs,8,,,
2016-08-16,Seated Cable Row Narrowgrip,Back,50.0,kgs,10,,,
2016-08-16,Seated Cable Row Narrowgrip,Back,50.0,kgs,8,,,
2016-08-16,Seated Cable Row Narrowgrip,Back,55.0,kgs,8,,,
2016-08-18,Barbell Squat,Legs,40.0,kgs,8,,,
2016-08-18,Barbell Squat,Legs,50.0,kgs,5,,,
2016-08-18,Barbell Squat,Legs,60.0,kgs,5,,,
2016-08-18,Barbell Squat,Legs,60.0,kgs,5,,,
2016-08-18,Barbell Squat,Legs,67.5,kgs,5,,,
2016-08-18,Barbell Squat,Legs,77.5,kgs,15,,,
2016-08-18,Barbell Lunges,Legs,20.0,kgs,8,,,
2016-08-18,Leg Press,Legs,80.0,kgs,8,,,
2016-08-18,Leg Press,Legs,80.0,kgs,8,,,
2016-08-18,Leg Press,Legs,100.0,kgs,8,,,
2016-08-18,Leg Press,Legs,100.0,kgs,8,,,
2016-08-18,Leg Press,Legs,100.0,kgs,10,,,
2016-08-18,Calf Press,Calves,70.0,kgs,10,,,
2016-08-18,Calf Press,Calves,70.0,kgs,12,,,
2016-08-18,Calf Press,Calves,80.0,kgs,10,,,
2016-08-18,Calf Press,Calves,90.0,kgs,10,,,
2016-08-22,Overhead Press,Shoulders,20.0,kgs,8,,,
2016-08-22,Overhead Press,Shoulders,27.5,kgs,5,,,
2016-08-22,Overhead Press,Shoulders,32.5,kgs,3,,,
2016-08-22,Overhead Press,Shoulders,35.0,kgs,5,,,
2016-08-22,Overhead Press,Shoulders,40.0,kgs,5,,,
2016-08-22,Overhead Press,Shoulders,45.0,kgs,11,,,
2016-08-22,Barbell Upright Row,Shoulders,20.0,kgs,8,,,
2016-08-22,Barbell Upright Row,Shoulders,22.5,kgs,8,,,
2016-08-22,Barbell Upright Row,Shoulders,25.0,kgs,8,,,
2016-08-22,Barbell Upright Row,Shoulders,25.0,kgs,8,,,
2016-08-22,Barbell Upright Row,Shoulders,25.0,kgs,8,,,
2016-08-22,Rear Delt Cable Fly,Shoulders,20.0,kgs,8,,,
2016-08-22,Rear Delt Cable Fly,Shoulders,30.0,kgs,8,,,
2016-08-22,Rear Delt Cable Fly,Shoulders,30.0,kgs,8,,,
2016-08-22,Rear Delt Cable Fly,Shoulders,30.0,kgs,8,,,
2016-08-22,Rear Delt Cable Fly,Shoulders,40.0,kgs,8,,,
2016-08-23,Deadlift,Back,42.5,kgs,5,,,
2016-08-23,Deadlift,Back,55.0,kgs,5,,,
2016-08-23,Deadlift,Back,65.0,kgs,3,,,
2016-08-23,Deadlift,Back,70.0,kgs,5,,,
2016-08-23,Deadlift,Back,80.0,kgs,5,,,
2016-08-23,Deadlift,Back,92.5,kgs,10,,,
2016-08-23,Pendlay Row,Back,40.0,kgs,8,,,
2016-08-23,Pendlay Row,Back,40.0,kgs,8,,,
2016-08-23,Pendlay Row,Back,50.0,kgs,8,,,
2016-08-23,Pendlay Row,Back,60.0,kgs,8,,,
2016-08-25,Flat Barbell Bench Press,Chest,37.5,kgs,5,,,
2016-08-25,Flat Barbell Bench Press,Chest,47.5,kgs,5,,,
2016-08-25,Flat Barbell Bench Press,Chest,55.0,kgs,3,,,
2016-08-25,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,
2016-08-25,Flat Barbell Bench Press,Chest,70.0,kgs,5,,,
2016-08-25,Flat Barbell Bench Press,Chest,77.5,kgs,16,,,
2016-08-25,Incline Barbell Bench Press,Chest,40.0,kgs,8,,,
2016-08-25,Incline Barbell Bench Press,Chest,42.5,kgs,8,,,
2016-08-25,Incline Barbell Bench Press,Chest,45.0,kgs,8,,,
2016-08-25,Incline Barbell Bench Press,Chest,45.0,kgs,8,,,
2016-08-25,Incline Barbell Bench Press,Chest,45.0,kgs,8,,,
2016-08-25,Dips Tricep Focused,Triceps,96.1,kgs,12,,,
2016-08-25,Push Down w. Rope,Triceps,20.0,kgs,8,,,
2016-08-25,Push Down w. Rope,Triceps,15.0,kgs,8,,,
2016-08-25,Push Down w. Rope,Triceps,10.0,kgs,8,,,
2016-08-25,Push Down w. Rope,Triceps,15.0,kgs,8,,,
2016-08-25,Push Down w. Rope,Triceps,10.0,kgs,8,,,
2016-08-30,Overhead Press,Shoulders,20.0,kgs,5,,,
2016-08-30,Overhead Press,Shoulders,27.5,kgs,5,,,
2016-08-30,Overhead Press,Shoulders,32.5,kgs,3,,,
2016-08-30,Overhead Press,Shoulders,37.5,kgs,5,,,
2016-08-30,Overhead Press,Shoulders,45.0,kgs,3,,,
2016-08-30,Overhead Press,Shoulders,50.0,kgs,10,,,
2016-08-30,Barbell Upright Row,Shoulders,20.0,kgs,8,,,
2016-08-30,Barbell Upright Row,Shoulders,22.0,kgs,8,,,
2016-08-30,Barbell Upright Row,Shoulders,25.0,kgs,8,,,
2016-08-30,Barbell Upright Row,Shoulders,25.0,kgs,8,,,
2016-08-30,Barbell Upright Row,Shoulders,25.0,kgs,8,,,
2016-08-30,Lateral Raise DB,Shoulders,8.0,kgs,8,,,
2016-08-30,Lateral Raise DB,Shoulders,8.0,kgs,8,,,
2016-08-30,Lateral Raise DB,Shoulders,8.0,kgs,8,,,
2016-08-30,Lateral Raise DB,Shoulders,8.0,kgs,8,,,
2016-08-30,Lateral Raise DB,Shoulders,8.0,kgs,8,,,
2016-08-30,Lateral Raise DB,Shoulders,8.0,kgs,12,,,
2016-08-31,Deadlift,Back,60.0,kgs,5,,,
2016-08-31,Deadlift,Back,60.0,kgs,5,,,
2016-08-31,Deadlift,Back,65.0,kgs,3,,,
2016-08-31,Deadlift,Back,75.0,kgs,3,,,
2016-08-31,Deadlift,Back,85.0,kgs,3,,,
2016-08-31,Deadlift,Back,97.5,kgs,8,,,
2016-08-31,Good Morning,Back,20.0,kgs,8,,,
2016-08-31,Good Morning,Back,20.0,kgs,8,,,
2016-08-31,Good Morning,Back,20.0,kgs,8,,,
2016-08-31,Good Morning,Back,20.0,kgs,8,,,
2016-08-31,Good Morning,Back,20.0,kgs,8,,,
2016-08-31,Hanging Knee Raise,Abs,48.1,kgs,10,,,
2016-08-31,Hanging Knee Raise,Abs,48.1,kgs,12,,,
2016-08-31,Hanging Knee Raise,Abs,48.1,kgs,12,,,
2016-08-31,Hanging Knee Raise,Abs,48.1,kgs,12,,,
2016-08-31,Hanging Knee Raise,Abs,48.1,kgs,12,,,
2016-09-02,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,
2016-09-02,Flat Barbell Bench Press,Chest,47.5,kgs,5,,,
2016-09-02,Flat Barbell Bench Press,Chest,55.0,kgs,3,,,
2016-09-02,Flat Barbell Bench Press,Chest,65.0,kgs,3,,,
2016-09-02,Flat Barbell Bench Press,Chest,75.0,kgs,3,,,
2016-09-02,Flat Barbell Bench Press,Chest,82.5,kgs,18,,,
2016-09-02,Incline Barbell Bench Press,Chest,40.0,kgs,8,,,
2016-09-02,Incline Barbell Bench Press,Chest,45.0,kgs,8,,,
2016-09-02,Incline Barbell Bench Press,Chest,45.0,kgs,8,,,
2016-09-02,Incline Barbell Bench Press,Chest,50.0,kgs,8,,,
2016-09-02,Incline Barbell Bench Press,Chest,52.5,kgs,12,,,
2016-09-06,Barbell Squat,Legs,40.0,kgs,6,,,
2016-09-06,Barbell Squat,Legs,55.0,kgs,5,,,
2016-09-06,Barbell Squat,Legs,65.0,kgs,3,,,
2016-09-06,Barbell Squat,Legs,75.0,kgs,3,,,
2016-09-06,Barbell Squat,Legs,85.0,kgs,3,,,
2016-09-06,Barbell Squat,Legs,97.5,kgs,10,,,
2016-09-06,Leg Press,Legs,100.0,kgs,8,,,
2016-09-06,Leg Press,Legs,120.0,kgs,8,,,
2016-09-06,Leg Press,Legs,160.0,kgs,8,,,
2016-09-06,Barbell Squat,Legs,97.5,kgs,2,,,
2016-09-07,Overhead Press,Shoulders,22.5,kgs,8,,,
2016-09-07,Overhead Press,Shoulders,27.5,kgs,5,,,
2016-09-07,Overhead Press,Shoulders,32.5,kgs,3,,,
2016-09-07,Overhead Press,Shoulders,42.5,kgs,5,,,
2016-09-07,Overhead Press,Shoulders,47.5,kgs,3,,,
2016-09-07,Overhead Press,Shoulders,52.5,kgs,11,,,
2016-09-07,Push Down w. Rope,Triceps,15.0,kgs,8,,,
2016-09-07,Push Down w. Rope,Triceps,20.0,kgs,8,,,
2016-09-07,Push Down w. Rope,Triceps,20.0,kgs,8,,,
2016-09-07,Push Down w. Rope,Triceps,15.0,kgs,8,,,
2016-09-07,Push Down w. Rope,Triceps,15.0,kgs,8,,,
2016-09-07,Cable Upright Row,Shoulders,15.0,kgs,8,,,
2016-09-07,Cable Upright Row,Shoulders,17.5,kgs,8,,,
2016-09-07,Cable Upright Row,Shoulders,20.0,kgs,8,,,
2016-09-07,Cable Upright Row,Shoulders,20.0,kgs,8,,,
2016-09-07,Cable Upright Row,Shoulders,30.0,kgs,9,,,
2016-09-09,Deadlift,Back,42.5,kgs,6,,,
2016-09-09,Deadlift,Back,55.0,kgs,5,,,
2016-09-09,Deadlift,Back,65.0,kgs,4,,,
2016-09-09,Deadlift,Back,80.0,kgs,5,,,
2016-09-09,Deadlift,Back,92.5,kgs,3,,,
2016-09-09,Deadlift,Back,102.5,kgs,8,,,
2016-09-09,Knee Raise,Abs,48.0,kgs,12,,,
2016-09-09,Knee Raise,Abs,48.0,kgs,13,,,
2016-09-09,Knee Raise,Abs,48.0,kgs,20,,,
2016-09-09,Leg Raise,Abs,48.0,kgs,12,,,
2016-09-09,Leg Raise,Abs,48.0,kgs,13,,,
2016-09-09,Romanian Deadlift,Legs,40.0,kgs,8,,,
2016-09-09,Romanian Deadlift,Legs,40.0,kgs,8,,,
2016-09-09,Romanian Deadlift,Legs,40.0,kgs,8,,,
2016-09-09,Romanian Deadlift,Legs,50.0,kgs,8,,,
2016-09-09,Romanian Deadlift,Legs,50.0,kgs,8,,,
2016-09-12,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,
2016-09-12,Flat Barbell Bench Press,Chest,47.5,kgs,5,,,
2016-09-12,Flat Barbell Bench Press,Chest,55.0,kgs,3,,,
2016-09-12,Flat Barbell Bench Press,Chest,70.0,kgs,5,,,
2016-09-12,Flat Barbell Bench Press,Chest,77.5,kgs,3,,,
2016-09-12,Flat Barbell Bench Press,Chest,87.5,kgs,15,,,
2016-09-12,Incline Barbell Bench Press,Chest,40.0,kgs,8,,,
2016-09-12,Incline Barbell Bench Press,Chest,45.0,kgs,8,,,
2016-09-12,Incline Barbell Bench Press,Chest,50.0,kgs,8,,,
2016-09-12,Incline Barbell Bench Press,Chest,52.5,kgs,8,,,
2016-09-12,Incline Barbell Bench Press,Chest,55.0,kgs,12,,,
2016-09-12,Cable Crossover Upper Pec Focus,Chest,10.0,kgs,8,,,
2016-09-12,Cable Crossover Upper Pec Focus,Chest,15.0,kgs,8,,,
2016-09-12,Cable Crossover Upper Pec Focus,Chest,15.0,kgs,8,,,
2016-09-12,Cable Crossover Upper Pec Focus,Chest,15.0,kgs,8,,,
2016-09-12,Cable Crossover Upper Pec Focus,Chest,15.0,kgs,9,,,
2016-09-12,Seated Cable Row Narrowgrip,Back,50.0,kgs,9,,,
2016-09-12,Seated Cable Row Narrowgrip,Back,55.0,kgs,8,,,
2016-09-12,Seated Cable Row Narrowgrip,Back,60.0,kgs,8,,,
2016-09-13,Barbell Squat,Legs,40.0,kgs,5,,,
2016-09-13,Barbell Squat,Legs,55.0,kgs,5,,,
2016-09-13,Barbell Squat,Legs,65.0,kgs,3,,,
2016-09-13,Barbell Squat,Legs,80.0,kgs,5,,,
2016-09-13,Barbell Squat,Legs,92.5,kgs,3,,,
2016-09-13,Barbell Squat,Legs,102.5,kgs,12,,,
2016-09-13,Barbell Lunges,Legs,20.0,kgs,8,,,
2016-09-13,Barbell Lunges,Legs,20.0,kgs,8,,,
2016-09-13,Barbell Lunges,Legs,20.0,kgs,8,,,
2016-09-13,Barbell Lunges,Legs,20.0,kgs,8,,,
2016-09-13,Barbell Lunges,Legs,20.0,kgs,8,,,
2016-09-13,Romanian Deadlift,Legs,40.0,kgs,8,,,
2016-09-13,Romanian Deadlift,Legs,40.0,kgs,8,,,
2016-09-13,Romanian Deadlift,Legs,60.0,kgs,8,,,
2016-09-13,Romanian Deadlift,Legs,60.0,kgs,8,,,
2016-09-13,Romanian Deadlift,Legs,60.0,kgs,8,,,
2016-09-15,Overhead Press,Shoulders,20.0,kgs,5,,,
2016-09-15,Overhead Press,Shoulders,27.5,kgs,5,,,
2016-09-15,Overhead Press,Shoulders,32.5,kgs,3,,,
2016-09-15,Overhead Press,Shoulders,22.5,kgs,5,,,
2016-09-15,Overhead Press,Shoulders,27.5,kgs,5,,,
2016-09-15,Overhead Press,Shoulders,32.5,kgs,5,,,
2016-09-15,Lateral Raise DB,Shoulders,12.0,kgs,8,,,
2016-09-15,Lateral Raise DB,Shoulders,12.0,kgs,8,,,
2016-09-15,Lateral Raise DB,Shoulders,12.0,kgs,8,,,
2016-09-15,Lateral Raise DB,Shoulders,12.0,kgs,8,,,
2016-09-15,Lateral Raise DB,Shoulders,16.0,kgs,8,,,
2016-09-15,Lat Pulldown,Back,45.0,kgs,8,,,
2016-09-15,Lat Pulldown,Back,50.0,kgs,8,,,
2016-09-15,Lat Pulldown,Back,55.0,kgs,8,,,
2016-09-15,Lat Pulldown,Back,60.0,kgs,8,,,
2016-09-15,Lat Pulldown,Back,65.0,kgs,8,,,
2016-09-16,Deadlift,Back,40.0,kgs,5,,,
2016-09-16,Deadlift,Back,55.0,kgs,5,,,
2016-09-16,Deadlift,Back,65.0,kgs,3,,,
2016-09-16,Deadlift,Back,65.0,kgs,5,,,
2016-09-16,Deadlift,Back,55.0,kgs,5,,,
2016-09-16,Deadlift,Back,42.5,kgs,5,,,
2016-09-16,Sumo Deadlift,Legs,40.0,kgs,8,,,
2016-09-16,Sumo Deadlift,Legs,40.0,kgs,8,,,
2016-09-16,Sumo Deadlift,Legs,40.0,kgs,8,,,
2016-09-16,Sumo Deadlift,Legs,40.0,kgs,8,,,
2016-09-16,Sumo Deadlift,Legs,40.0,kgs,8,,,
2016-09-19,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,
2016-09-19,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,
2016-09-19,Flat Barbell Bench Press,Chest,60.0,kgs,3,,,
2016-09-19,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,
2016-09-19,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,
2016-09-19,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,
2016-09-19,Flat Barbell Bench Press,Chest,100.0,kgs,1,,,
2016-09-19,Flat Barbell Bench Press,Chest,112.5,kgs,1,,,
2016-09-19,Flat Barbell Bench Press,Chest,120.0,kgs,1,,,
2016-09-19,Push Down w. Rope,Triceps,20.0,kgs,8,,,
2016-09-19,Push Down w. Rope,Triceps,20.0,kgs,8,,,
2016-09-19,Push Down w. Rope,Triceps,20.0,kgs,8,,,
2016-09-19,Push Down w. Rope,Triceps,15.0,kgs,8,,,
2016-09-19,Push Down w. Rope,Triceps,15.0,kgs,8,,,
2016-09-19,EZ-Bar Preacher Curl,Biceps,17.5,kgs,8,,,
2016-09-19,EZ-Bar Preacher Curl,Biceps,22.5,kgs,8,,,
2016-09-19,EZ-Bar Preacher Curl,Biceps,22.5,kgs,8,,,
2016-09-19,EZ-Bar Preacher Curl,Biceps,22.5,kgs,8,,,
2016-09-19,EZ-Bar Preacher Curl,Biceps,22.5,kgs,8,,,
2016-09-19,Knee Raise,Abs,48.0,kgs,12,,,
2016-09-19,Knee Raise,Abs,48.0,kgs,20,,,
2016-09-20,Barbell Squat,Legs,40.0,kgs,5,,,
2016-09-20,Barbell Squat,Legs,40.0,kgs,5,,,
2016-09-20,Barbell Squat,Legs,50.0,kgs,5,,,
2016-09-20,Barbell Squat,Legs,50.0,kgs,5,,,
2016-09-20,Barbell Squat,Legs,60.0,kgs,5,,,
2016-09-20,Barbell Squat,Legs,60.0,kgs,5,,,
2016-09-20,Leg Press,Legs,80.0,kgs,8,,,
2016-09-20,Leg Press,Legs,90.0,kgs,8,,,
2016-09-20,Leg Press,Legs,100.0,kgs,8,,,
2016-09-20,Leg Press,Legs,110.0,kgs,8,,,
2016-09-20,Calf Press,Calves,80.0,kgs,8,,,
2016-09-20,Calf Press,Calves,90.0,kgs,8,,,
2016-09-20,Calf Press,Calves,100.0,kgs,8,,,
2016-09-20,Calf Press,Calves,110.0,kgs,8,,,
2016-09-20,Crunch Machine,Abs,30.0,kgs,16,,,
2016-09-20,Crunch Machine,Abs,35.0,kgs,16,,,
2016-09-20,Crunch Machine,Abs,30.0,kgs,16,,,
2016-09-20,Crunch Machine,Abs,30.0,kgs,16,,,
2016-09-22,Overhead Press,Shoulders,20.0,kgs,5,,,
2016-09-22,Overhead Press,Shoulders,27.5,kgs,5,,,
2016-09-22,Overhead Press,Shoulders,35.0,kgs,3,,,
2016-09-22,Overhead Press,Shoulders,37.5,kgs,5,,,
2016-09-22,Overhead Press,Shoulders,42.5,kgs,5,,,
2016-09-22,Overhead Press,Shoulders,50.0,kgs,12,,,
2016-09-22,Lat Pulldown,Back,40.0,kgs,8,,,
2016-09-22,Lat Pulldown,Back,45.0,kgs,8,,,
2016-09-22,Lat Pulldown,Back,50.0,kgs,8,,,
2016-09-22,Lat Pulldown,Back,55.0,kgs,8,,,
2016-09-22,Lat Pulldown,Back,50.0,kgs,8,,,
2016-09-22,Cable Upright Row,Shoulders,20.0,kgs,8,,,
2016-09-22,Cable Upright Row,Shoulders,22.5,kgs,8,,,
2016-09-22,Cable Upright Row,Shoulders,25.0,kgs,8,,,
2016-09-22,Cable Upright Row,Shoulders,27.5,kgs,8,,,
2016-09-22,Cable Upright Row,Shoulders,30.0,kgs,8,,,
2016-09-23,Deadlift,Back,45.0,kgs,5,,,
2016-09-23,Deadlift,Back,57.5,kgs,5,,,
2016-09-23,Deadlift,Back,67.5,kgs,3,,,
2016-09-23,Deadlift,Back,72.5,kgs,5,,,
2016-09-23,Deadlift,Back,85.0,kgs,5,,,
2016-09-23,Deadlift,Back,95.0,kgs,16,,,
2016-09-27,Flat Barbell Bench Press,Chest,42.5,kgs,5,,,
2016-09-27,Flat Barbell Bench Press,Chest,55.0,kgs,5,,,
2016-09-27,Flat Barbell Bench Press,Chest,65.0,kgs,3,,,
2016-09-27,Flat Barbell Bench Press,Chest,70.0,kgs,5,,,
2016-09-27,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2016-09-27,Flat Barbell Bench Press,Chest,92.5,kgs,8,,,
2016-09-27,Incline Barbell Bench Press,Chest,40.0,kgs,8,,,
2016-09-27,Incline Barbell Bench Press,Chest,45.0,kgs,8,,,
2016-09-27,Incline Barbell Bench Press,Chest,50.0,kgs,8,,,
2016-09-27,Incline Barbell Bench Press,Chest,55.0,kgs,8,,,
2016-09-27,Incline Barbell Bench Press,Chest,60.0,kgs,8,,,
2016-09-27,Cable Crossover Mid Pec Focus,Chest,30.0,kgs,8,,,
2016-09-27,Cable Crossover Mid Pec Focus,Chest,30.0,kgs,8,,,
2016-09-27,Cable Crossover Mid Pec Focus,Chest,40.0,kgs,8,,,
2016-09-27,Cable Crossover Mid Pec Focus,Chest,40.0,kgs,8,,,
2016-09-27,Cable Crossover Mid Pec Focus,Chest,50.0,kgs,8,,,
2016-09-27,Cable Crossover Mid Pec Focus,Chest,30.0,kgs,16,,,
2016-09-28,Barbell Squat,Legs,40.0,kgs,5,,,
2016-09-28,Barbell Squat,Legs,57.5,kgs,5,,,
2016-09-28,Barbell Squat,Legs,67.5,kgs,3,,,
2016-09-28,Barbell Squat,Legs,72.5,kgs,5,,,
2016-09-28,Barbell Squat,Legs,85.0,kgs,5,,,
2016-09-28,Barbell Squat,Legs,95.0,kgs,12,,,
2016-09-28,Leg Press,Legs,100.0,kgs,8,,,
2016-09-28,Leg Press,Legs,120.0,kgs,8,,,
2016-09-28,Leg Press,Legs,140.0,kgs,8,,,
2016-09-28,Leg Press,Legs,160.0,kgs,8,,,
2016-09-28,Leg Press,Legs,170.0,kgs,8,,,
2016-09-30,Overhead Press,Shoulders,20.0,kgs,5,,,
2016-09-30,Overhead Press,Shoulders,27.5,kgs,5,,,
2016-09-30,Overhead Press,Shoulders,35.0,kgs,3,,,
2016-09-30,Overhead Press,Shoulders,40.0,kgs,3,,,
2016-09-30,Overhead Press,Shoulders,45.0,kgs,3,,,
