Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2019-02-23,Push Down w. Rope,Triceps,20.0,kgs,8,,,
2019-02-23,Push Down w. Rope,Triceps,15.0,kgs,10,,,
2019-02-23,Cable Curl,Biceps,12.5,kgs,12,,,
2019-02-23,Cable Curl,Biceps,17.5,kgs,10,,,
2019-02-23,Cable Curl,Biceps,25.0,kgs,8,,,
2019-02-23,Cable Curl,Biceps,27.0,kgs,8,,,
2019-02-23,Cable Curl,Biceps,20.0,kgs,6,,,
2019-02-23,Cable Curl,Biceps,15.0,kgs,8,,,
2019-02-23,Dips Tricep Focused,Triceps,98.0,kgs,15,,,
2019-02-23,Dips Tricep Focused,Triceps,98.0,kgs,15,,,
2019-02-23,Dips Tricep Focused,Triceps,98.0,kgs,15,,,
2019-02-23,EZ-Bar Curl,Biceps,32.5,kgs,10,,,
2019-02-23,EZ-Bar Curl,Biceps,42.5,kgs,7,,,
2019-02-23,EZ-Bar Curl,Biceps,42.5,kgs,10,,,
2019-02-23,Lying Triceps Extension,Triceps,20.0,kgs,8,,,
2019-02-23,Lying Triceps Extension,Triceps,20.0,kgs,8,,,
2019-02-23,Lying Triceps Extension,Triceps,20.0,kgs,7,,,
2019-02-23,JM Press,Triceps,20.0,kgs,6,,,
2019-02-23,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,8,,,
2019-02-23,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,8,,,
2019-02-23,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,8,,,
2019-02-23,JM Press,Triceps,20.0,kgs,5,,,
2019-02-23,JM Press,Triceps,20.0,kgs,6,,,
2019-02-23,Donkey Calf Raise Machine,Calves,40.0,kgs,15,,,
2019-02-23,Donkey Calf Raise Machine,Calves,40.0,kgs,15,,,
2019-02-23,Donkey Calf Raise Machine,Calves,40.0,kgs,15,,,
2019-02-23,Donkey Calf Raise Machine,Calves,40.0,kgs,1,,,
2019-02-25,Seated Leg Curl Machine,Legs,30.0,kgs,16,,,
2019-02-25,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2019-02-25,Seated Leg Curl Machine,Legs,55.0,kgs,12,,,
2019-02-25,Seated Leg Curl Machine,Legs,60.0,kgs,10,,,
2019-02-25,Seated Leg Curl Machine,Legs,65.0,kgs,8,,,
2019-02-25,Seated Leg Curl Machine,Legs,50.0,kgs,8,,,
2019-02-25,Seated Leg Curl Machine,Legs,40.0,kgs,10,,,
2019-02-25,Leg Extension Machine,Legs,40.0,kgs,12,,,
2019-02-25,Leg Extension Machine,Legs,55.0,kgs,12,,,
2019-02-25,Leg Extension Machine,Legs,60.0,kgs,12,,,
2019-02-25,Leg Extension Machine,Legs,65.0,kgs,12,,,
2019-02-25,Leg Extension Machine,Legs,50.0,kgs,7,,,
2019-02-25,Leg Extension Machine,Legs,40.0,kgs,10,,,
2019-02-25,Decline Crunch,Abs,20.0,kgs,40,,,
2019-02-25,Decline Crunch,Abs,25.0,kgs,40,,,
2019-02-25,Donkey Calf Raise Machine,Calves,40.0,kgs,15,,,
2019-02-25,Donkey Calf Raise Machine,Calves,60.0,kgs,15,,,
2019-02-25,Donkey Calf Raise Machine,Calves,60.0,kgs,12,,,
2019-02-25,Donkey Calf Raise Machine,Calves,80.0,kgs,15,,,
2019-02-25,Donkey Calf Raise Machine,Calves,60.0,kgs,15,,,
2019-02-25,Front Shin,Calves,12.5,kgs,12,,,
2019-02-25,Front Shin,Calves,12.5,kgs,12,,,
2019-02-25,Front Shin,Calves,15.0,kgs,12,,,
2019-02-25,Front Shin,Calves,15.0,kgs,12,,,
2019-02-25,Front Shin,Calves,15.0,kgs,12,,,
2019-02-25,Front Shin,Calves,15.0,kgs,12,,,
2019-02-25,Front Shin,Calves,17.5,kgs,10,,,
2019-02-25,Front Shin,Calves,17.5,kgs,10,,,
2019-02-25,Barbell Squat,Legs,60.0,kgs,12,,,
2019-02-25,Barbell Squat,Legs,100.0,kgs,12,,,
2019-02-25,Barbell Squat,Legs,130.0,kgs,8,,,
2019-02-25,Calf Press,Calves,80.0,kgs,1,,,
2019-02-26,Flat Dumbbell Bench Press,Chest,36.0,kgs,12,,,
2019-02-26,Flat Dumbbell Bench Press,Chest,52.0,kgs,10,,,
2019-02-26,Flat Dumbbell Bench Press,Chest,68.0,kgs,8,,,
2019-02-26,Flat Dumbbell Bench Press,Chest,76.0,kgs,6,,,
2019-02-26,Flat Dumbbell Bench Press,Chest,76.0,kgs,7,,,
2019-02-26,Incline Barbell Bench Press,Chest,60.0,kgs,8,,,
2019-02-26,Incline Barbell Bench Press,Chest,70.0,kgs,8,,,
2019-02-26,Incline Barbell Bench Press,Chest,80.0,kgs,7,,,
2019-02-26,Incline Barbell Bench Press,Chest,40.0,kgs,16,,,
2019-02-26,Cable Shoulder Raise,Shoulders,2.5,kgs,20,,,
2019-02-26,Cable Shoulder Raise,Shoulders,2.5,kgs,20,,,
2019-02-26,Cable Crossover Upper Pec Focus,Chest,5.0,kgs,12,,,
2019-02-26,Cable Shoulder Raise,Shoulders,5.0,kgs,15,,,
2019-02-26,Cable Shoulder Raise,Shoulders,5.0,kgs,15,,,
2019-02-26,Cable Crossover Upper Pec Focus,Chest,15.0,kgs,10,,,
2019-02-26,Cable Crossover Upper Pec Focus,Chest,10.0,kgs,10,,,
2019-02-26,Lateral Raise DB,Shoulders,12.0,kgs,30,,,
2019-02-26,Lateral Raise DB,Shoulders,6.0,kgs,41,,,
2019-02-27,Barbell Row,Back,20.0,kgs,12,,,
2019-02-27,Barbell Row,Back,30.0,kgs,10,,,
2019-02-27,Barbell Row,Back,20.0,kgs,12,,,
2019-02-27,Barbell Row,Back,20.0,kgs,12,,,
2019-02-27,Barbell Row,Back,25.0,kgs,10,,,
2019-02-27,Barbell Row,Back,25.0,kgs,10,,,
2019-02-27,Barbell Row,Back,25.0,kgs,10,,,
2019-02-27,Barbell Row,Back,25.0,kgs,10,,,
2019-02-27,Barbell Row,Back,30.0,kgs,10,,,
2019-02-27,Barbell Row,Back,30.0,kgs,10,,,
2019-02-27,Barbell Row,Back,30.0,kgs,10,,,
2019-02-27,Barbell Row,Back,30.0,kgs,10,,,
2019-02-27,Barbell Row,Back,40.0,kgs,8,,,
2019-02-27,Barbell Row,Back,40.0,kgs,8,,,
2019-02-27,Barbell Row,Back,40.0,kgs,8,,,
2019-02-27,Barbell Row,Back,40.0,kgs,8,,,
2019-02-27,Barbell Row,Back,50.0,kgs,6,,,
2019-02-27,Barbell Row,Back,50.0,kgs,6,,,
2019-02-27,Barbell Row,Back,50.0,kgs,3,,,
2019-02-27,Barbell Row,Back,50.0,kgs,3,,,
2019-02-27,Lat Cable Straight Arm Pulldown,Back,15.0,kgs,15,,,
2019-02-27,Lat Cable Straight Arm Pulldown,Back,20.0,kgs,15,,,
2019-02-27,Lat Cable Straight Arm Pulldown,Back,25.0,kgs,12,,,
2019-02-27,Lat Cable Straight Arm Pulldown,Back,20.0,kgs,8,,,
2019-02-27,Lat Cable Straight Arm Pulldown,Back,15.0,kgs,15,,,
2019-02-27,Smith Machine BB Row,Back,47.5,kgs,12,,,
2019-02-27,Smith Machine BB Row,Back,60.0,kgs,12,,,
2019-02-27,Smith Machine BB Row,Back,70.0,kgs,8,,,
2019-02-27,Smith Machine BB Row,Back,50.0,kgs,12,,,
2019-02-27,Smith Machine BB Row,Back,40.0,kgs,16,,,
2019-02-27,Rack Pull,Back,60.0,kgs,8,,,
2019-02-27,Rack Pull,Back,100.0,kgs,5,,,
2019-02-27,Rack Pull,Back,120.0,kgs,9,,,
2019-02-27,Lat Pulldown Close Grip,Back,100.0,kgs,10,,,
2019-03-05,Push Down w. Rope,Triceps,15.0,kgs,14,,,
2019-03-05,Push Down w. Rope,Triceps,20.0,kgs,12,,,
2019-03-05,Push Down w. Rope,Triceps,25.0,kgs,12,,,
2019-03-05,Push Down w. Rope,Triceps,30.0,kgs,10,,,
2019-03-05,Push Down w. Rope,Triceps,20.0,kgs,11,,,
2019-03-05,Push Down w. Rope,Triceps,15.0,kgs,12,,,
2019-03-05,Push Down w. Rope,Triceps,8.0,kgs,20,,,
2019-03-05,Dumbbell Curl,Biceps,24.0,kgs,12,,,
2019-03-05,Dumbbell Curl,Biceps,28.0,kgs,10,,,
2019-03-05,Dumbbell Curl,Biceps,32.0,kgs,8,,,
2019-03-05,Dumbbell Curl,Biceps,28.0,kgs,8,,,
2019-03-05,Dumbbell Curl,Biceps,20.0,kgs,9,,,
2019-03-05,Dips Tricep Focused,Triceps,95.0,kgs,20,,,
2019-03-05,Dips Tricep Focused,Triceps,95.0,kgs,15,,,
2019-03-05,Dips Tricep Focused,Triceps,95.0,kgs,14,,,
2019-03-05,EZ-Bar Curl,Biceps,32.5,kgs,8,,,
2019-03-05,EZ-Bar Curl,Biceps,42.5,kgs,10,,,
2019-03-05,EZ-Bar Curl,Biceps,42.5,kgs,12,,,
2019-03-05,JM Press,Triceps,1.0,kgs,8,,,
2019-03-05,JM Press,Triceps,20.0,kgs,8,,,
2019-03-05,JM Press,Triceps,40.0,kgs,8,,,
2019-03-05,JM Press,Triceps,60.0,kgs,7,,,
2019-03-05,Lying Triceps Extension,Triceps,20.0,kgs,8,,,
2019-03-05,Lying Triceps Extension,Triceps,20.0,kgs,8,,,
2019-03-05,Lying Triceps Extension,Triceps,20.0,kgs,7,,,
2019-03-05,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,8,,,
2019-03-05,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,8,,,
2019-03-05,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,8,,,
2019-03-05,Donkey Calf Raise Machine,Calves,40.0,kgs,20,,,
2019-03-05,Donkey Calf Raise Machine,Calves,40.0,kgs,15,,,
2019-03-05,Donkey Calf Raise Machine,Calves,40.0,kgs,15,,,
2019-03-05,Donkey Calf Raise Machine,Calves,40.0,kgs,1,,,
2019-03-06,Seated Leg Curl Machine,Legs,30.0,kgs,16,,,
2019-03-06,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2019-03-06,Seated Leg Curl Machine,Legs,60.0,kgs,10,,,
2019-03-06,Seated Leg Curl Machine,Legs,15.0,kgs,10,,,
2019-03-06,Seated Leg Curl Machine,Legs,70.0,kgs,8,,,
2019-03-06,Seated Leg Curl Machine,Legs,55.0,kgs,8,,,
2019-03-06,Seated Leg Curl Machine,Legs,40.0,kgs,15,,,
2019-03-06,Leg Extension Machine,Legs,40.0,kgs,8,,,
2019-03-06,Leg Extension Machine,Legs,40.0,kgs,5,,,
2019-03-06,Leg Extension Machine,Legs,55.0,kgs,12,,,
2019-03-06,Leg Extension Machine,Legs,65.0,kgs,12,,,
2019-03-06,Leg Extension Machine,Legs,70.0,kgs,12,,,
2019-03-06,Leg Extension Machine,Legs,55.0,kgs,8,,,
2019-03-06,Leg Extension Machine,Legs,40.0,kgs,4,,,
2019-03-06,DB Squat,Legs,20.0,kgs,16,,,
2019-03-06,DB Squat,Legs,30.0,kgs,12,,,
2019-03-06,DB Squat,Legs,40.0,kgs,12,,,
2019-03-06,DB Squat,Legs,38.0,kgs,8,,,
2019-03-06,DB Squat,Legs,36.0,kgs,8,,,
2019-03-06,Calf Press,Calves,80.0,kgs,16,,,
2019-03-06,Calf Press,Calves,80.0,kgs,16,,,
2019-03-06,Calf Press,Calves,80.0,kgs,12,,,
2019-03-06,Calf Press,Calves,80.0,kgs,12,,,
2019-03-06,Leg Press,Legs,80.0,kgs,16,,,
2019-03-06,Leg Press,Legs,120.0,kgs,10,,,
2019-03-06,Calf Press,Calves,120.0,kgs,15,,,
2019-03-06,Leg Press,Legs,120.0,kgs,16,,,
2019-03-06,Calf Press,Calves,120.0,kgs,1,,,
2019-03-11,Flat Dumbbell Bench Press,Chest,32.0,kgs,13,,,
2019-03-11,Flat Dumbbell Bench Press,Chest,40.0,kgs,10,,,
2019-03-11,Flat Dumbbell Bench Press,Chest,60.0,kgs,8,,,
2019-03-11,Flat Dumbbell Bench Press,Chest,68.0,kgs,8,,,
2019-03-11,Flat Dumbbell Bench Press,Chest,80.0,kgs,5,,,
2019-03-11,Overhead Press,Shoulders,15.0,kgs,14,,,
2019-03-11,Overhead Press,Shoulders,25.0,kgs,14,,,
2019-03-11,Overhead Press,Shoulders,25.0,kgs,20,,,
2019-03-16,Seated Leg Curl Machine,Legs,30.0,kgs,16,,,
2019-03-16,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2019-03-16,Seated Leg Curl Machine,Legs,60.0,kgs,8,,,
2019-03-16,Seated Leg Curl Machine,Legs,65.0,kgs,8,,,
2019-03-16,Leg Extension Machine,Legs,30.0,kgs,16,,,
2019-03-16,Leg Extension Machine,Legs,40.0,kgs,12,,,
2019-03-16,Leg Extension Machine,Legs,55.0,kgs,12,,,
2019-03-16,Leg Extension Machine,Legs,65.0,kgs,12,,,
2019-03-16,Leg Extension Machine,Legs,70.0,kgs,12,,,
2019-03-16,Seated Leg Curl Machine,Legs,70.0,kgs,8,,,
2019-03-16,Donkey Calf Raise Machine,Calves,40.0,kgs,20,,,
2019-03-16,Front Shin,Calves,10.0,kgs,12,,,
2019-03-16,Front Shin,Calves,10.0,kgs,12,,,
2019-03-16,Front Shin,Calves,12.0,kgs,15,,,
2019-03-16,Front Shin,Calves,12.0,kgs,15,,,
2019-03-16,Decline Crunch,Abs,20.0,kgs,30,,,
2019-03-16,Donkey Calf Raise Machine,Calves,40.0,kgs,12,,,
2019-03-16,Donkey Calf Raise Machine,Calves,40.0,kgs,12,,,
2019-03-16,Front Shin,Calves,12.5,kgs,12,,,
2019-03-16,Front Shin,Calves,12.5,kgs,12,,,
2019-03-16,Donkey Calf Raise Machine,Calves,70.0,kgs,15,,,
2019-03-16,Donkey Calf Raise Machine,Calves,70.0,kgs,17,,,
2019-03-16,Decline Crunch,Abs,25.0,kgs,30,,,
2019-03-16,Lunges KB,Legs,20.0,kgs,30,,,
2019-03-23,Flat Dumbbell Bench Press,Chest,32.0,kgs,14,,,
2019-03-23,Flat Dumbbell Bench Press,Chest,40.0,kgs,8,,,
2019-03-23,Flat Dumbbell Bench Press,Chest,52.0,kgs,8,,,
2019-03-23,Chest Activation,Chest,,,,2.0,m,0:01:00
2019-03-23,DB Row Lats focus,Back,16.0,kgs,8,,,
2019-03-23,DB Row Lats focus,Back,16.0,kgs,8,,,
2019-03-23,Flat Dumbbell Bench Press,Chest,64.0,kgs,8,,,
2019-03-23,DB Row Lats focus,Back,24.0,kgs,8,,,
2019-03-23,DB Row Lats focus,Back,24.0,kgs,8,,,
2019-03-23,Flat Dumbbell Bench Press,Chest,72.0,kgs,8,,,
2019-03-23,DB Row Lats focus,Back,28.0,kgs,8,,,
2019-03-23,DB Row Lats focus,Back,28.0,kgs,8,,,
2019-03-23,DB Row Lats focus,Back,30.0,kgs,8,,,
2019-03-23,DB Row Lats focus,Back,30.0,kgs,8,,,
2019-03-23,Decline Crunch,Abs,20.0,kgs,30,,,
2019-03-23,Push Down w. Rope,Triceps,10.0,kgs,12,,,
2019-03-23,Cable Curl,Biceps,10.0,kgs,12,,,
2019-03-23,Push Down w. Rope,Triceps,15.0,kgs,12,,,
2019-03-23,Cable Curl,Biceps,15.0,kgs,12,,,
2019-03-23,Push Down w. Rope,Triceps,27.5,kgs,8,,,
2019-03-23,Push Down w. Rope,Triceps,20.0,kgs,5,,,
2019-03-23,Cable Curl,Biceps,27.5,kgs,8,,,
2019-03-23,Cable Curl,Biceps,20.0,kgs,5,,,
2019-03-23,DB Row Upper Back Focus,Back,16.0,kgs,10,,,
2019-03-23,DB Row Upper Back Focus,Back,14.0,kgs,12,,,
2019-03-23,Sixes,Shoulders,10.0,kgs,8,,,
2019-03-23,Sixes,Shoulders,10.0,kgs,8,,,
2019-03-23,Rear Delt Dumbbell Raise,Shoulders,10.0,kgs,12,,,
2019-03-23,Rear Delt Dumbbell Raise,Shoulders,10.0,kgs,12,,,
2019-03-25,Seated Leg Curl Machine,Legs,26.0,kgs,20,,,
2019-03-25,Seated Leg Curl Machine,Legs,54.0,kgs,12,,,
2019-03-25,Leg Extension Machine,Legs,30.0,kgs,20,,,
2019-03-25,Leg Extension Machine,Legs,50.0,kgs,6,,,
2019-03-25,Leg Extension Machine,Legs,50.0,kgs,6,,,
2019-03-25,Seated Leg Curl Machine,Legs,61.0,kgs,15,,,
2019-03-25,Leg Extension Machine,Legs,60.0,kgs,10,,,
2019-03-25,Seated Leg Curl Machine,Legs,75.0,kgs,12,,,
2019-03-25,Leg Extension Machine,Legs,75.0,kgs,8,,,
2019-03-25,Leg Extension Machine,Legs,70.0,kgs,8,,,
2019-03-25,Seated Calf Raise Machine,Calves,20.0,kgs,15,,,
2019-03-25,Seated Calf Raise Machine,Calves,20.0,kgs,15,,,
2019-03-25,Leg Press,Legs,80.0,kgs,10,,,
2019-03-25,Leg Press,Legs,80.0,kgs,10,,,
2019-03-25,Leg Press,Legs,100.0,kgs,9,,,
2019-03-25,Leg Press,Legs,100.0,kgs,9,,,
2019-03-25,Calf Press,Calves,80.0,kgs,8,,,
2019-03-25,Calf Press,Calves,80.0,kgs,8,,,
2019-03-25,Calf Press,Calves,100.0,kgs,6,,,
2019-03-25,Calf Press,Calves,100.0,kgs,6,,,
2019-03-27,Shoulder Activation,Shoulders,,,,2.0,m,0:01:00
2019-03-27,DB Row Upper Back Focus,Back,20.0,kgs,15,,,
2019-03-27,DB Row Upper Back Focus,Back,24.0,kgs,12,,,
2019-03-27,DB Row Upper Back Focus,Back,28.0,kgs,12,,,
2019-03-27,DB Row Upper Back Focus,Back,32.0,kgs,10,,,
2019-03-27,DB Row Upper Back Focus,Back,36.0,kgs,8,,,
2019-03-27,Sixes,Shoulders,4.0,kgs,15,,,
2019-03-27,Sixes,Shoulders,8.0,kgs,12,,,
2019-03-27,Sixes,Shoulders,10.0,kgs,10,,,
2019-03-27,Rear Delt Dumbbell Raise,Shoulders,4.0,kgs,20,,,
2019-03-27,Rear Delt Dumbbell Raise,Shoulders,8.0,kgs,15,,,
2019-03-27,Rear Delt Dumbbell Raise,Shoulders,10.0,kgs,10,,,
2019-03-27,Incline Dumbbell Bench Press,Chest,40.0,kgs,12,,,
2019-03-27,Incline Dumbbell Bench Press,Chest,48.0,kgs,10,,,
2019-03-27,Incline Dumbbell Bench Press,Chest,56.0,kgs,10,,,
2019-03-27,Incline Dumbbell Bench Press,Chest,68.0,kgs,5,,,
2019-03-27,EZ-Bar Curl,Biceps,32.5,kgs,8,,,
2019-03-27,Lat Pulldown Close Grip,Back,60.0,kgs,10,,,
2019-03-27,Lat Pulldown Close Grip,Back,65.0,kgs,8,,,
2019-03-27,Lat Pulldown Close Grip,Back,70.0,kgs,7,,,
2019-03-27,Cable Cross Lower Pec Focus,Chest,10.0,kgs,15,,,
2019-03-27,Cable Cross Lower Pec Focus,Chest,10.0,kgs,12,,,
2019-03-27,Cable Cross Lower Pec Focus,Chest,10.0,kgs,12,,,
2019-03-27,Push Down,Triceps,30.0,kgs,12,,,
2019-03-27,Stretchers,Back,40.0,kgs,10,,,
2019-04-02,Barbell Squat,Legs,55.0,kgs,10,,,
2019-04-02,Barbell Squat,Legs,75.0,kgs,13,,,
2019-04-02,Barbell Squat,Legs,95.0,kgs,10,,,
2019-04-02,Barbell Squat,Legs,115.0,kgs,10,,,
2019-04-02,Overhead Press,Shoulders,30.0,kgs,12,,,
2019-04-02,Overhead Press,Shoulders,40.0,kgs,8,,,
2019-04-02,Overhead Press,Shoulders,40.0,kgs,8,,,
2019-04-02,Overhead Press,Shoulders,45.0,kgs,8,,,
2019-04-02,Romanian Deadlift,Legs,55.0,kgs,8,,,
2019-04-02,Romanian Deadlift,Legs,55.0,kgs,8,,,
2019-04-02,Romanian Deadlift,Legs,55.0,kgs,8,,,
2019-04-02,Romanian Deadlift,Legs,55.0,kgs,8,,,
2019-04-02,Chin Up,Back,60.0,kgs,8,,,
2019-04-02,Chin Up,Back,60.0,kgs,8,,,
2019-04-02,Chin Up,Back,60.0,kgs,8,,,
2019-04-02,Chin Up,Back,60.0,kgs,8,,,
2019-04-02,Dips (Chest Fokus Giranda/Meadows Style),Chest,65.0,kgs,8,,,
2019-04-02,Dips (Chest Fokus Giranda/Meadows Style),Chest,65.0,kgs,8,,,
2019-04-02,Dips (Chest Fokus Giranda/Meadows Style),Chest,65.0,kgs,8,,,
2019-04-02,Barbell Curl,Biceps,27.5,kgs,6,,,
2019-04-08,BB Front Squat,Legs,55.0,kgs,8,,,
2019-04-08,BB Front Squat,Legs,75.0,kgs,6,,,
2019-04-08,BB Front Squat,Legs,75.0,kgs,8,,,
2019-04-08,BB Front Squat,Legs,75.0,kgs,8,,,
2019-04-08,Chin Up,Back,95.0,kgs,8,,,
2019-04-08,Chin Up,Back,95.0,kgs,8,,,
2019-04-08,Chin Up,Back,95.0,kgs,8,,,
2019-04-08,Chin Up,Back,75.0,kgs,8,,,
2019-04-08,Overhead Press,Shoulders,30.0,kgs,8,,,
2019-04-08,Overhead Press,Shoulders,40.0,kgs,8,,,
2019-04-08,Overhead Press,Shoulders,45.0,kgs,8,,,
2019-04-08,Overhead Press,Shoulders,50.0,kgs,8,,,
2019-04-08,Deadlift,Back,90.0,kgs,6,,,
2019-04-08,Deadlift,Back,90.0,kgs,7,,,
2019-04-08,Deadlift,Back,90.0,kgs,6,,,
2019-04-08,Deadlift,Back,100.0,kgs,6,,,
2019-04-08,EZ-Bar Curl,Biceps,35.0,kgs,6,,,
2019-04-08,EZ-Bar Curl,Biceps,35.0,kgs,6,,,
2019-04-08,EZ-Bar Curl,Biceps,35.0,kgs,6,,,
2019-04-08,Dips (Chest Fokus Giranda/Meadows Style),Chest,65.0,kgs,8,,,
2019-04-08,Dips (Chest Fokus Giranda/Meadows Style),Chest,95.0,kgs,12,,,
2019-04-08,Dips (Chest Fokus Giranda/Meadows Style),Chest,95.0,kgs,10,,,
2019-04-08,Seated Calf Raise Machine,Calves,20.0,kgs,15,,,
2019-04-08,BB Front Squat,Legs,75.0,kgs,8,,,
2019-04-10,Seated Calf Raise Machine,Calves,20.0,kgs,15,,,
2019-04-10,Seated Calf Raise Machine,Calves,20.0,kgs,15,,,
2019-04-10,Seated Calf Raise Machine,Calves,20.0,kgs,15,,,
2019-04-10,Standing Calf Raise Machine,Calves,55.0,kgs,15,,,
2019-04-10,BB Front Squat,Legs,50.0,kgs,5,,,
2019-04-10,BB Front Squat,Legs,70.0,kgs,5,,,
2019-04-10,BB Front Squat,Legs,70.0,kgs,5,,,
2019-04-10,BB Front Squat,Legs,70.0,kgs,5,,,
2019-04-10,BB Front Squat,Legs,70.0,kgs,5,,,
2019-04-10,Barbell Row,Back,70.0,kgs,5,,,
2019-04-10,Barbell Row,Back,70.0,kgs,5,,,
2019-04-10,Barbell Row,Back,70.0,kgs,5,,,
2019-04-10,Barbell Row,Back,70.0,kgs,5,,,
2019-04-10,Barbell Row,Back,70.0,kgs,9,,,
2019-04-10,Rack Pull,Back,95.0,kgs,5,,,
2019-04-10,Rack Pull,Back,115.0,kgs,5,,,
2019-04-10,Rack Pull,Back,115.0,kgs,5,,,
2019-04-10,Rack Pull,Back,115.0,kgs,5,,,
2019-04-10,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,
2019-04-10,Flat Barbell Bench Press,Chest,70.0,kgs,5,,,
2019-04-10,Flat Barbell Bench Press,Chest,85.0,kgs,5,,,
2019-04-10,Flat Barbell Bench Press,Chest,90.0,kgs,5,,,
2019-04-10,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2019-04-10,Hanging Leg Raise,Abs,95.0,kgs,10,,,
2019-04-10,Hanging Leg Raise,Abs,95.0,kgs,10,,,
2019-04-10,Hanging Leg Raise,Abs,95.0,kgs,10,,,
2019-04-10,Hanging Leg Raise,Abs,95.0,kgs,8,,,
2019-04-10,Rack Pull,Back,115.0,kgs,5,,,
2019-04-22,Rear Delt Dumbbell Raise,Shoulders,6.0,kgs,30,,,
2019-04-22,Rear Delt Dumbbell Raise,Shoulders,8.0,kgs,30,,,
2019-04-22,Rear Delt Dumbbell Raise,Shoulders,8.0,kgs,20,,,
2019-04-22,Sixes,Shoulders,6.0,kgs,8,,,
2019-04-22,Lateral Raise DB,Shoulders,6.0,kgs,8,,,
2019-04-22,Lateral Raise DB,Shoulders,8.0,kgs,10,,,
2019-04-22,Lateral Raise DB,Shoulders,8.0,kgs,10,,,
2019-04-22,Front Dumbbell Raise,Shoulders,6.0,kgs,10,,,
2019-04-22,Front Dumbbell Raise,Shoulders,8.0,kgs,10,,,
2019-04-22,Front Dumbbell Raise,Shoulders,8.0,kgs,10,,,
2019-04-22,Shoulder Activation,Shoulders,,,,2.0,m,0:01:00
2019-04-22,DB Row Upper Back Focus,Back,20.0,kgs,11,,,
2019-04-22,DB Row Upper Back Focus,Back,28.0,kgs,8,,,
2019-04-22,DB Row Upper Back Focus,Back,24.0,kgs,12,,,
2019-04-22,DB Row Upper Back Focus,Back,32.0,kgs,8,,,
2019-04-22,Incline Dumbbell Bench Press,Chest,40.0,kgs,10,,,
2019-04-22,Incline Dumbbell Bench Press,Chest,52.0,kgs,10,,,
2019-04-22,Incline Dumbbell Bench Press,Chest,64.0,kgs,8,,,
2019-04-22,Incline Dumbbell Bench Press,Chest,64.0,kgs,8,,,
2019-04-22,Stretchers,Back,40.0,kgs,12,,,
2019-04-22,Stretchers,Back,45.0,kgs,10,,,
2019-04-22,Stretchers,Back,50.0,kgs,8,,,
2019-04-22,Decline Crunch,Abs,20.0,kgs,30,,,
2019-04-22,Lying Triceps Extension,Triceps,20.0,kgs,10,,,
2019-04-22,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,12,,,
2019-04-22,Lying Triceps Extension,Triceps,20.0,kgs,8,,,
2019-04-22,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,10,,,
2019-04-22,Lying Triceps Extension,Triceps,20.0,kgs,8,,,
2019-04-22,Seated Incline Dumbbell Curl,Biceps,20.0,kgs,10,,,
2019-04-25,Thigh Adductor (inner),Legs,30.0,kgs,20,,,
2019-04-25,Thigh Adductor (inner),Legs,35.0,kgs,18,,,
2019-04-25,Thigh Abductor (outer),Legs,30.0,kgs,20,,,
2019-04-25,Thigh Abductor (outer),Legs,35.0,kgs,18,,,
2019-04-25,Seated Leg Curl Machine,Legs,30.0,kgs,17,,,
2019-04-25,Seated Leg Curl Machine,Legs,55.0,kgs,12,,,
2019-04-25,Leg Extension Machine,Legs,30.0,kgs,17,,,
2019-04-25,Leg Extension Machine,Legs,50.0,kgs,12,,,
2019-04-25,Thigh Adductor (inner),Legs,40.0,kgs,16,,,
2019-04-25,Thigh Abductor (outer),Legs,40.0,kgs,16,,,
2019-04-25,Seated Leg Curl Machine,Legs,60.0,kgs,10,,,
2019-04-25,Leg Extension Machine,Legs,60.0,kgs,14,,,
2019-04-25,Thigh Abductor (outer),Legs,50.0,kgs,14,,,
2019-04-25,Thigh Adductor (inner),Legs,45.0,kgs,14,,,
2019-04-25,Seated Leg Curl Machine,Legs,65.0,kgs,8,,,
2019-04-25,Leg Extension Machine,Legs,65.0,kgs,15,,,
2019-04-25,Donkey Calf Raise Machine,Calves,30.0,kgs,15,,,
2019-04-25,Front Shin,Calves,10.0,kgs,15,,,
2019-04-25,Front Shin,Calves,10.0,kgs,15,,,
2019-04-25,Front Shin,Calves,12.5,kgs,16,,,
2019-04-25,Front Shin,Calves,12.5,kgs,16,,,
2019-04-25,Donkey Calf Raise Machine,Calves,40.0,kgs,15,,,
2019-04-25,Donkey Calf Raise Machine,Calves,40.0,kgs,15,,,
2019-04-25,Front Shin,Calves,15.0,kgs,15,,,
2019-04-25,Front Shin,Calves,15.0,kgs,15,,,
